"Filename: ""C:\path\to\file.csv""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*NOTE: This file was taken from http://www.bmsc.washington.edu/FIT/documentation/format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellset: ""Default""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step,Cycle,Dye,Temp.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
2,96, HEX,38.9,0.0737,0.0413,0.0077,0.0539,0.0939,0.1608,0.0168,0.0238,0.1842,0.0214,0.0207,0.0354,2.8451,2.6825,1.7757,2.6247,1.6122,2.2585,1.591,1.8143,3.4704,2.9778,2.9893,4.7864,0.0075,0.0064,0.0013,0.0017,0.0037,0.0079,0.0847,0.0052,0.0263,0.0317,0.0037,0.0115,1.7084,1.6592,1.3026,2.6459,2.3965,2.0001,2.0282,2.5389,2.7186,1.4941,2.6467,2.5121
2,97, HEX,39.1,0.0752,0.0444,0.0152,0.0489,0.0968,0.1758,0.0251,0.0175,0.1851,0.0139,0.0112,0.0352,2.8474,2.6812,1.7743,2.6226,1.6081,2.2595,1.6198,1.8184,3.4867,2.9788,2.9914,4.7832,0.0081,0.0078,0.0024,0.0011,0.0053,0.0068,0.0874,0.0067,0.0335,0.034,0.0037,0.0119,1.6954,1.6495,1.2918,2.62,2.3946,1.9929,2.0297,2.5232,2.7214,1.4893,2.6569,2.4977
2,98, HEX,39.3,0.0843,0.0534,0.0115,0.0635,0.1088,0.1847,0.0293,0.0138,0.2028,0.0048,0.0125,0.0273,2.8427,2.6819,1.7798,2.615,1.614,2.2578,1.5959,1.8022,3.4686,2.9622,2.9786,4.7795,0.0107,0.0088,0.0034,0.0016,0.0077,0.0074,0.0885,0.0068,0.0319,0.0376,0.0032,0.0131,1.6923,1.6447,1.2794,2.6101,2.3907,1.9984,2.0314,2.5196,2.7414,1.4946,2.652,2.4954
2,99, HEX,39.4,0.0946,0.0636,0.0067,0.0684,0.1209,0.19,0.025,0.0091,0.2179,0.0107,0,0.0191,2.8465,2.6787,1.7834,2.6126,1.6097,2.2577,1.5974,1.7978,3.4752,2.956,2.9643,4.7609,0.0069,0.0103,0.0033,0.0019,0.0058,0.0095,0.0861,0.0058,0.0367,0.039,0.0048,0.0105,1.6884,1.6339,1.2773,2.5879,2.3999,1.9966,2.041,2.5058,2.7431,1.4882,2.6519,2.4773
2,100, HEX,39.7,0.1074,0.0594,0.0195,0.0698,0.127,0.1886,0.0255,0.0046,0.2397,0.0175,0.0069,0.015,2.8415,2.6758,1.7878,2.615,1.6088,2.2499,1.593,1.7927,3.4619,2.9506,2.9621,4.7557,0.0094,0.0099,0.0009,0.0029,0.0069,0.0101,0.093,0.0062,0.0403,0.0429,0.0022,0.0119,1.6789,1.6313,1.2764,2.578,2.4011,1.9895,2.0526,2.4975,2.7412,1.4918,2.6518,2.4822
2,101, HEX,39.9,0.1075,0.0521,0.009,0.0696,0.1334,0.2025,0.0278,0.0088,0.2752,0.0204,0.019,0.012,2.8435,2.6738,1.789,2.6048,1.611,2.2534,1.5979,1.7975,3.4673,2.9452,2.9567,4.7553,0.0109,0.0101,0.0013,0.0022,0.0089,0.01,0.0936,0.0052,0.0452,0.0461,0.0021,0.0156,1.6731,1.6191,1.2494,2.5528,2.4004,1.9891,2.0515,2.4854,2.7577,1.4888,2.6431,2.477
2,102, HEX,40,0.1132,0.0658,0.006,0.0718,0.1405,0.2153,0.035,0.0068,0.2961,0.0319,0.0262,0.0129,2.8466,2.6719,1.7916,2.5989,1.6091,2.2466,1.5957,1.7863,3.468,2.9459,2.9463,4.7356,0.0114,0.0083,0.0028,0.0018,0.0102,0.0141,0.0944,0.0036,0.048,0.0507,0.0048,0.0165,1.6755,1.6043,1.2572,2.5392,2.4054,1.9913,2.0611,2.4729,2.763,1.4904,2.6501,2.4744
2,103, HEX,40.2,0.1262,0.0636,0.0091,0.0765,0.1526,0.2241,0,0.0041,0.3243,0.0342,0.0201,0.0078,2.8456,2.668,1.787,2.5944,1.6079,2.2444,1.6023,1.7832,3.4618,2.9403,2.9393,4.7348,0.014,0.009,0.0019,0.0017,0.0104,0.012,0.0931,0.003,0.0526,0.0536,0.0044,0.0174,1.6702,1.593,1.2509,2.5289,2.4096,1.993,2.0725,2.4629,2.772,1.4939,2.6542,2.4524
2,104, HEX,40.5,0.149,0.0765,0.0221,0.0884,0.1668,0.2324,0.0443,0,0.3659,0.0499,0.0373,0.0048,2.8406,2.6664,1.7955,2.5944,1.6034,2.2638,1.6093,1.7836,3.4691,2.9358,2.9447,4.7283,0.0135,0.0099,0.0035,0.0011,0.012,0.0133,0.0966,0.001,0.056,0.0572,0.0051,0.0187,1.6717,1.603,1.251,2.5047,2.4121,1.9986,2.0828,2.4524,2.7745,1.4924,2.6613,2.4626
2,105, HEX,40.6,0.157,0.0663,0.0115,0.0937,0.1819,0.2462,0.0444,0.0027,0.4055,0.0587,0.0409,0,2.8437,2.6727,1.7901,2.5935,1.6192,2.2574,1.6005,1.7676,3.4568,2.9243,2.9231,4.7158,0.014,0.0108,0.0058,0.0025,0.0103,0.0143,0.0975,0.0006,0.0614,0.0605,0.0045,0.0201,1.6611,1.5915,1.2516,2.4916,2.4125,1.9953,2.0809,2.4363,2.7802,1.4919,2.6539,2.4428
2,106, HEX,40.9,0.1612,0.0785,0.0222,0.1012,0.1905,0.262,0.0495,0.0225,0.4569,0.0916,0.0602,0.0066,2.844,2.6544,1.7905,2.5792,1.5938,2.2429,1.5969,1.7648,3.4506,2.9206,2.9147,4.7119,0.0147,0.0133,0.0029,0.0011,0.011,0.0153,0.1017,0.0023,0.068,0.0638,0.0074,0.0243,1.6722,1.5833,1.2521,2.4792,2.418,1.9956,2.1,2.4376,2.8005,1.5003,2.6602,2.4799
2,107, HEX,41,0.1765,0.0805,0.0246,0.1021,0.2083,0.2719,0.0576,0.0064,0.4828,0.0958,0.0728,0.004,2.8439,2.6625,1.7993,2.573,1.6073,2.2586,1.6123,1.7661,3.4475,2.91,2.9135,4.7046,0.0162,0.0141,0.0042,0,0.0133,0.0176,0.1024,0,0.0743,0.0703,0.0065,0.0253,1.6598,1.5847,1.2525,2.4632,2.4246,2.0002,2.1053,2.4242,2.8039,1.5046,2.6604,2.442
2,108, HEX,41.2,0.2074,0.0942,0.0347,0.1043,0.2276,0.2886,0.0689,0.0002,0.5185,0.1132,0.079,0.0045,2.847,2.6626,1.8041,2.5755,1.592,2.2347,1.604,1.7545,3.442,2.9025,2.9076,4.6931,0.0175,0.0151,0.0047,0.0009,0.0166,0.0198,0.1086,0.0021,0.0818,0.0754,0.009,0.0259,1.6751,1.5851,1.2391,2.4438,2.4267,2.0069,2.1214,2.4256,2.83,1.5017,2.6572,2.4629
2,109, HEX,41.4,0.2132,0.0995,0.0384,0.1159,0.2483,0.3046,0.0803,0.0078,0.5639,0.1358,0.0931,0.0036,2.8462,2.6627,1.8048,2.5742,1.5898,2.2345,1.6046,1.7497,3.4397,2.9022,2.9026,4.7032,0.0197,0.0151,0.0076,0.0003,0.016,0.0197,0.1063,0.0011,0.0857,0.0818,0.0107,0.0288,1.6688,1.5677,1.2513,2.4312,2.4396,2.0152,2.1327,2.4143,2.8439,1.5074,2.6676,2.4539
2,110, HEX,41.6,0.2455,0.1034,0.0379,0.1254,0.2693,0.3235,0.078,0.002,0.6085,0.1659,0.1097,0.001,2.8524,2.6522,1.8087,2.5661,1.5927,2.2331,1.6003,1.7453,3.4332,2.8928,2.8859,4.6768,0.0206,0.0183,0.0071,0.0028,0.0178,0.0223,0.112,0.0021,0.0923,0.0831,0.0096,0.0302,1.6722,1.5808,1.2593,2.4412,2.4583,2.0197,2.1361,2.4123,2.8508,1.51,2.6624,2.4463
2,111, HEX,41.8,0.2642,0.1125,0.0458,0.1303,0.2898,0.3361,0.096,0.0046,0.6518,0.1961,0.1277,0.0088,2.8446,2.6541,1.8148,2.5614,1.5878,2.236,1.6194,1.7535,3.4289,2.8878,2.8756,4.6727,0.023,0.0156,0.0075,0.0012,0.021,0.025,0.1173,0.0028,0.101,0.0916,0.0124,0.0343,1.6843,1.5738,1.2527,2.4025,2.4524,2.0196,2.1444,2.4064,2.8771,1.5165,2.67,2.4521
2,112, HEX,42,0.2737,0.1227,0.0504,0.1399,0.3092,0.3676,0.1054,0.0056,0.6963,0.2219,0.1468,0.0061,2.8479,2.6542,1.815,2.5563,1.5911,2.2477,1.6174,1.7458,3.4284,2.8721,2.8797,4.655,0.0227,0.0177,0.0077,0.0025,0.0205,0.0243,0.1162,0.0012,0.1049,0.0958,0.0109,0.0369,1.685,1.5714,1.2496,2.3967,2.4665,2.0299,2.1659,2.4032,2.891,1.5205,2.6754,2.4515
2,113, HEX,42.2,0.3044,0.1291,0.0586,0.145,0.3406,0.382,0.1539,0.0223,0.7653,0.2616,0.1754,0.0064,2.8371,2.6489,1.8148,2.5497,1.5816,2.2241,1.5976,1.7339,3.4129,2.8772,2.8708,4.6651,0.026,0.0204,0.0114,0.0035,0.0219,0.029,0.1188,0.0026,0.1138,0.1022,0.0154,0.0404,1.6955,1.5609,1.2504,2.3883,2.4698,2.0335,2.1702,2.3975,2.9084,1.5304,2.6859,2.4575
2,114, HEX,42.4,0.3277,0.1334,0.0663,0.1592,0.3635,0.411,0.1338,0.0127,0.8099,0.298,0.1932,0.0144,2.8494,2.6484,1.8203,2.5462,1.5904,2.2314,1.5961,1.734,3.4115,2.8645,2.8635,4.6495,0.0265,0.0212,0.0135,0.004,0.0258,0.0326,0.1293,0.0033,0.1208,0.1084,0.0163,0.0424,1.7059,1.5695,1.2547,2.383,2.4764,2.0449,2.179,2.3904,2.9103,1.5376,2.6881,2.4527
2,115, HEX,42.6,0.3723,0.1487,0.0676,0.1595,0.3966,0.4377,0.1578,0.0243,0.8609,0.3343,0.2241,0.0162,2.8537,2.6442,1.8186,2.5444,1.5851,2.2277,1.6037,1.7251,3.4215,2.8571,2.8492,4.6471,0.0303,0.0232,0.0118,0.0057,0.0244,0.03,0.1278,0.0029,0.1295,0.1139,0.0189,0.0443,1.716,1.5706,1.2614,2.368,2.4913,2.0513,2.1936,2.3899,2.93,1.5417,2.6903,2.4579
2,116, HEX,42.8,0.412,0.1664,0.0872,0.1773,0.427,0.4752,0.1636,0.0156,0.9102,0.3576,0.256,0.0177,2.8477,2.6465,1.8202,2.5387,1.5771,2.2267,1.5957,1.7134,3.4029,2.8503,2.8527,4.6472,0.0313,0.0227,0.0131,0.0048,0.0278,0.0322,0.1313,0.0028,0.1352,0.1218,0.0212,0.0498,1.7307,1.565,1.26,2.3731,2.5096,2.069,2.2128,2.3917,2.9464,1.5508,2.6992,2.4674
2,117, HEX,43.2,0.4617,0.1802,0.098,0.1858,0.4796,0.5011,0.2054,0.0343,1.0141,0.4455,0.3126,0.0295,2.8535,2.6446,1.8279,2.5328,1.5874,2.2272,1.5988,1.7175,3.4015,2.8444,2.8615,4.6614,0.0341,0.0287,0.015,0.0061,0.0294,0.0375,0.1391,0.0046,0.151,0.1307,0.0233,0.052,1.7586,1.5734,1.2677,2.3487,2.5218,2.08,2.2327,2.3867,2.9814,1.5677,2.7269,2.4873
2,118, HEX,43.3,0.5151,0.2123,0.1113,0.1993,0.5271,0.5587,0.2297,0.0613,1.1173,0.5159,0.3698,0.0368,2.8551,2.6384,1.8288,2.5354,1.58,2.2231,1.5933,1.71,3.4115,2.8397,2.8322,4.6415,0.0357,0.0285,0.0171,0.0045,0.0337,0.0401,0.1437,0.0043,0.1637,0.1394,0.0251,0.0572,1.7821,1.5651,1.2743,2.341,2.5394,2.1068,2.2533,2.403,3.0235,1.5882,2.7397,2.5021
2,119, HEX,43.5,0.5701,0.2348,0.1221,0.219,0.5829,0.6165,0.268,0.0525,1.1895,0.5755,0.4201,0.0486,2.868,2.629,1.8367,2.5444,1.5871,2.2311,1.6071,1.7132,3.4167,2.8435,2.8393,4.7006,0.0414,0.0327,0.0198,0.0086,0.0374,0.0443,0.1536,0.005,0.1774,0.1506,0.0289,0.0616,1.8065,1.5751,1.285,2.3345,2.5737,2.125,2.2822,2.4033,3.0511,1.6066,2.7536,2.5294
2,120, HEX,43.8,0.6389,0.2574,0.1408,0.2415,0.6474,0.6692,0.2956,0.0654,1.274,0.6581,0.48,0.0555,2.8742,2.6434,1.8532,2.5459,1.5861,2.2336,1.6157,1.7142,3.4243,2.8316,2.8435,4.6692,0.0415,0.031,0.0234,0.0124,0.038,0.0482,0.1558,0.005,0.1899,0.1625,0.0331,0.0693,1.8411,1.5874,1.3103,2.3361,2.5947,2.1484,2.3045,2.4114,3.0894,1.6209,2.7656,2.5447
2,121, HEX,43.9,0.7024,0.2857,0.161,0.2555,0.7034,0.7227,0.3407,0.0764,1.3586,0.718,0.5353,0.0723,2.8804,2.6547,1.8621,2.541,1.5904,2.234,1.6333,1.7245,3.4313,2.8261,2.8292,4.6548,0.0442,0.0344,0.0226,0.011,0.0415,0.051,0.1626,0.0064,0.2034,0.1729,0.0354,0.0754,1.8688,1.5883,1.3119,2.3258,2.6158,2.1712,2.3449,2.4267,3.1318,1.6418,2.7698,2.5694
2,122, HEX,44.2,0.7924,0.3185,0.1815,0.2755,0.7834,0.798,0.3908,0.0999,1.4665,0.8058,0.6083,0.0817,2.8976,2.6447,1.8658,2.5395,1.5907,2.2421,1.6154,1.7207,3.4292,2.8257,2.8433,4.6517,0.0472,0.0345,0.0282,0.0126,0.0461,0.058,0.177,0.0105,0.2222,0.1847,0.0417,0.0791,1.8979,1.5978,1.3451,2.3265,2.6528,2.1969,2.3573,2.4311,3.1663,1.6651,2.7947,2.5903
2,123, HEX,44.4,0.8734,0.3516,0.2046,0.2976,0.8582,0.8678,0.423,0.1172,1.5587,0.8888,0.6797,0.0919,2.8986,2.6627,1.8747,2.556,1.5903,2.2406,1.621,1.716,3.4337,2.8242,2.8393,4.6783,0.0531,0.0418,0.032,0.0139,0.0484,0.0611,0.1819,0.01,0.2373,0.1986,0.0431,0.0891,1.888,1.5944,1.348,2.3232,2.6751,2.2213,2.4087,2.4543,3.2096,1.6878,2.8205,2.6237
2,124, HEX,44.6,0.9593,0.3906,0.2336,0.3261,0.9396,0.9399,0.4771,0.1289,1.6602,0.9569,0.733,0.1041,2.8952,2.6666,1.8892,2.5556,1.6002,2.2528,1.6342,1.7169,3.4373,2.8167,2.8244,4.6663,0.0566,0.0403,0.0333,0.0164,0.0519,0.0651,0.1952,0.0124,0.2517,0.2081,0.0484,0.0927,1.9427,1.599,1.3685,2.3284,2.7115,2.2525,2.434,2.4632,3.2498,1.7082,2.8228,2.6355
2,125, HEX,44.8,1.0538,0.4313,0.2396,0.3505,1.0228,1.0305,0.5407,0.1618,1.7647,1.0435,0.8176,0.1187,2.9096,2.6724,1.8924,2.5526,1.5957,2.2318,1.6238,1.7052,3.4167,2.8038,2.816,4.6489,0.0571,0.0468,0.037,0.0165,0.0527,0.0699,0.2037,0.0123,0.2678,0.2195,0.0578,0.0999,1.9608,1.6203,1.4004,2.3326,2.7441,2.2836,2.4608,2.4712,3.2864,1.7347,2.8436,2.6719
2,126, HEX,45,1.1444,0.4618,0.2848,0.3775,1.1114,1.1418,0.617,0.1907,1.8724,1.1261,0.8743,0.1276,2.9099,2.6697,1.9008,2.5337,1.595,2.2419,1.6332,1.7097,3.4262,2.805,2.8262,4.6742,0.0608,0.0513,0.0399,0.0186,0.0563,0.0747,0.2131,0.0153,0.2844,0.2346,0.0579,0.1083,1.9848,1.6322,1.418,2.3303,2.7618,2.3137,2.492,2.4797,3.3075,1.7528,2.8598,2.6964
2,127, HEX,45.1,1.2354,0.5055,0.3042,0.3937,1.1905,1.1824,0.6425,0.2041,1.964,1.1899,0.9452,0.1395,2.9154,2.6726,1.913,2.5563,1.6039,2.244,1.6403,1.7066,3.4325,2.8001,2.8116,4.6542,0.0651,0.0472,0.0396,0.0225,0.0605,0.0803,0.2264,0.0174,0.3022,0.2466,0.0621,0.1145,2.0068,1.6439,1.4421,2.3406,2.7972,2.3482,2.5244,2.4918,3.3373,1.7769,2.8867,2.7162
2,128, HEX,45.3,1.3386,0.5535,0.3286,0.4198,1.2762,1.2852,0.714,0.2381,2.0553,1.2818,1.017,0.1595,2.9295,2.6773,1.9094,2.5491,1.596,2.2361,1.6311,1.7004,3.4209,2.7896,2.764,4.6392,0.0704,0.0477,0.0442,0.0224,0.0592,0.0808,0.2366,0.0221,0.3195,0.26,0.0688,0.1193,2.0309,1.6484,1.4641,2.3366,2.8269,2.3719,2.5426,2.5056,3.3772,1.8071,2.9092,2.7532
2,129, HEX,45.6,1.4472,0.6013,0.383,0.453,1.3726,1.3739,0.7798,0.2659,2.1627,1.3561,1.0936,0.1677,2.9299,2.6848,1.9178,2.5643,1.6028,2.2452,1.6458,1.704,3.4184,2.7935,2.8152,4.6584,0.0745,0.0545,0.0481,0.0238,0.0666,0.0845,0.2492,0.0225,0.333,0.2739,0.0721,0.1267,2.0429,1.6562,1.4817,2.3406,2.8529,2.402,2.5919,2.5222,3.4334,1.8394,2.9574,2.7975
2,130, HEX,45.8,1.5456,0.6517,0.4205,0.4855,1.4715,1.4771,0.8505,0.3001,2.2607,1.4461,1.1736,0.1838,2.9367,2.6782,1.9209,2.5524,1.6014,2.242,1.6423,1.708,3.4218,2.7988,2.8134,4.6595,0.0785,0.0604,0.0533,0.0282,0.0685,0.0916,0.2623,0.0242,0.3575,0.2884,0.0815,0.1322,2.0564,1.6589,1.4955,2.3363,2.8747,2.4339,2.6361,2.5338,3.4192,1.8754,2.9875,2.8402
2,131, HEX,46,1.6658,0.7157,0.4669,0.5196,1.5647,1.5772,0.9342,0.3287,2.3579,1.5313,1.2593,0.2046,2.9465,2.6858,1.9261,2.563,1.6079,2.2475,1.6562,1.7128,3.4276,2.783,2.8064,4.6292,0.0804,0.0531,0.0519,0.0281,0.0684,0.0924,0.2782,0.0257,0.3724,0.303,0.0883,0.1441,2.0728,1.6684,1.5396,2.3587,2.9159,2.4801,2.684,2.5439,3.4424,1.8783,2.992,2.8673
2,132, HEX,46.2,1.7799,0.7765,0.5129,0.5546,1.6654,1.6942,1.0355,0.3694,2.4721,1.614,1.329,0.2118,2.9524,2.6904,1.9326,2.568,1.6055,2.248,1.641,1.7001,3.425,2.7824,2.8009,4.6331,0.0858,0.0578,0.0563,0.0302,0.0744,0.0994,0.2981,0.0322,0.3984,0.321,0.0936,0.1491,2.0981,1.6839,1.5494,2.356,2.9376,2.515,2.7232,2.5732,3.4689,1.9019,3.0331,2.9086
2,133, HEX,46.4,1.8879,0.8451,0.5709,0.5875,1.7749,1.8037,1.1788,0.4323,2.5923,1.7092,1.4093,0.2268,2.9541,2.6783,1.9326,2.5668,1.6274,2.2597,1.6439,1.7024,3.4107,2.7727,2.7949,4.6135,0.0907,0.0585,0.0613,0.0322,0.0781,0.1057,0.3119,0.0317,0.4139,0.3374,0.1018,0.1604,2.125,1.6938,1.5613,2.3599,2.9568,2.5474,2.7561,2.5791,3.4777,1.9248,3.0729,2.9659
2,134, HEX,46.5,1.99,0.9117,0.6236,0.6179,1.8631,1.9188,1.168,0.4538,2.6664,1.7784,1.4879,0.2505,2.9641,2.6809,1.9538,2.5748,1.6103,2.2462,1.6396,1.6964,3.4166,2.7677,2.7884,4.6104,0.0956,0.0609,0.0642,0.0349,0.0813,0.1064,0.3266,0.0341,0.4398,0.3541,0.1091,0.1725,2.1255,1.6828,1.5864,2.367,2.9778,2.5784,2.8138,2.608,3.5008,1.9431,3.0742,2.9917
2,135, HEX,46.7,2.0906,0.974,0.6785,0.6463,1.9677,2.0364,1.3193,0.5006,2.7596,1.8681,1.5552,0.2679,2.9696,2.6726,1.9492,2.5735,1.6122,2.245,1.6444,1.6957,3.4115,2.7653,2.7956,4.6076,0.0992,0.0659,0.0694,0.0376,0.0861,0.114,0.3493,0.0397,0.4621,0.3715,0.1153,0.1812,2.1467,1.7074,1.6031,2.3747,3.0068,2.6138,2.8441,2.6257,3.5125,1.9636,3.1008,3.0477
2,136, HEX,46.9,2.2008,1.0487,0.7452,0.7023,2.0627,2.1391,1.3945,0.5383,2.8604,1.9473,1.6304,0.2862,2.9759,2.6778,1.9692,2.5819,1.6153,2.2434,1.6374,1.6916,3.4132,2.7613,2.791,4.5965,0.1061,0.0664,0.0723,0.0407,0.0854,0.1167,0.3674,0.0404,0.4844,0.3882,0.1262,0.1889,2.1569,1.7006,1.6098,2.3812,3.0115,2.6454,2.8825,2.6498,3.5303,1.9781,3.1154,3.0911
2,137, HEX,47.2,2.2866,1.1102,0.8089,0.7486,2.1402,2.2605,1.516,0.5938,2.954,2.0275,1.7069,0.3056,2.9836,2.6851,1.9684,2.5801,1.6101,2.2463,1.6407,1.6872,3.4043,2.7476,2.7834,4.6162,0.1099,0.0687,0.077,0.0437,0.0909,0.1239,0.3878,0.0476,0.5098,0.4082,0.1345,0.2001,2.1707,1.7208,1.6317,2.4079,3.042,2.6837,2.9243,2.6814,3.5251,1.9876,3.1181,3.1415
2,138, HEX,47.4,2.3983,1.1994,0.8926,0.8015,2.2344,2.4005,1.6456,0.6596,3.0746,2.143,1.8006,0.328,2.9858,2.6856,1.9666,2.5706,1.6049,2.238,1.6314,1.6804,3.4011,2.7461,2.7811,4.6157,0.1123,0.0717,0.0788,0.0471,0.0956,0.1287,0.4188,0.0515,0.5412,0.4309,0.1452,0.2149,2.1915,1.7346,1.6482,2.4015,3.0497,2.7036,2.9558,2.7081,3.5448,2.0106,3.1425,3.2026
2,139, HEX,47.5,2.469,1.2714,0.9595,0.8524,2.3221,2.5117,1.758,0.7194,3.1661,2.2477,1.87,0.3448,2.9901,2.6803,1.9692,2.5692,1.6038,2.241,1.6213,1.6811,3.3872,2.7446,2.775,4.6135,0.1187,0.0711,0.0837,0.0503,0.0983,0.1373,0.4367,0.0572,0.5626,0.4488,0.1528,0.2247,2.2076,1.7374,1.6683,2.4208,3.0562,2.7321,2.9867,2.739,3.5416,2.014,3.1402,3.2538
2,140, HEX,47.7,2.5614,1.352,1.0537,0.9136,2.3971,2.6221,1.8809,0.7617,3.2606,2.3424,1.9743,0.3715,2.9989,2.6729,1.9867,2.5788,1.6025,2.2606,1.6406,1.6862,3.3898,2.7295,2.7555,4.5844,0.1226,0.0759,0.0883,0.0537,0.104,0.14,0.4514,0.0596,0.5877,0.4638,0.1635,0.2357,2.1764,1.7284,1.6611,2.4257,3.0741,2.7547,3.0071,2.765,3.5628,2.0273,3.1453,3.2748
2,141, HEX,47.9,2.6575,1.4352,1.1307,0.9478,2.4716,2.743,2.0062,0.8284,3.3523,2.4447,2.0513,0.3918,3.0017,2.6655,1.9891,2.5711,1.6014,2.2295,1.6113,1.6754,3.3773,2.7258,2.759,4.5892,0.1307,0.0781,0.0943,0.055,0.1066,0.1433,0.484,0.0658,0.6215,0.4863,0.1752,0.2489,2.2284,1.7379,1.6763,2.45,3.0811,2.781,3.0346,2.7962,3.5708,2.0329,3.1435,3.3275
2,142, HEX,48.1,2.7378,1.4604,1.2021,1.0158,2.5468,2.8714,2.1544,0.8918,3.4351,2.5536,2.1438,0.4162,3.006,2.6719,1.9921,2.5737,1.6122,2.2192,1.6156,1.6768,3.3522,2.7135,2.7472,4.5805,0.1357,0.0806,0.0996,0.0604,0.1129,0.1506,0.5073,0.0708,0.6514,0.5073,0.1845,0.2618,2.244,1.7544,1.6963,2.4765,3.07,2.788,3.0631,2.8254,3.589,2.043,3.1453,3.3467
2,143, HEX,48.3,2.8025,1.5876,1.3131,1.0603,2.61,2.9819,2.2857,0.9581,3.5351,2.645,2.2348,0.443,3.0048,2.6986,2.0172,2.5786,1.6123,2.2183,1.6029,1.6697,3.3675,2.7029,2.7493,4.6182,0.1436,0.0852,0.1016,0.0618,0.1166,0.1563,0.5347,0.0776,0.679,0.5271,0.1953,0.2736,2.252,1.7669,1.7073,2.4868,3.1072,2.8171,3.0765,2.8468,3.597,2.0474,3.1409,3.3906
2,144, HEX,48.5,2.9062,1.6628,1.4243,1.1499,2.6766,3.1055,2.4335,1.0389,3.6132,2.7555,2.3416,0.4677,3.0201,2.6659,1.9848,2.5603,1.6114,2.2211,1.6064,1.6649,3.363,2.7057,2.7487,4.5727,0.1448,0.0883,0.1086,0.0701,0.1252,0.165,0.5637,0.0869,0.7094,0.5517,0.2084,0.2924,2.2824,1.7757,1.7277,2.5099,3.1165,2.8355,3.1103,2.8826,3.6108,2.0505,3.1345,3.4251
2,145, HEX,48.7,2.9653,1.7381,1.5259,1.2273,2.7263,3.2018,2.5781,1.1077,3.6933,2.8716,2.4307,0.4974,3.0058,2.6779,2.0013,2.5614,1.612,2.2215,1.6058,1.6671,3.3519,2.7058,2.7487,4.5984,0.1532,0.0941,0.1174,0.0729,0.128,0.1686,0.5906,0.0911,0.75,0.5751,0.2201,0.3053,2.2922,1.7807,1.7321,2.5263,3.1108,2.8387,3.1213,2.9054,3.6191,2.0489,3.1262,3.4567
2,146, HEX,48.9,3.0537,1.8099,1.6417,1.3045,2.7809,3.3039,2.7107,1.168,3.7413,2.9691,2.539,0.5192,3.0204,2.6823,1.996,2.5612,1.6109,2.2142,1.6038,1.6609,3.3462,2.6958,2.7331,4.5521,0.1618,0.0935,0.1206,0.0766,0.1356,0.1739,0.6174,0.0979,0.7825,0.5939,0.234,0.322,2.2722,1.7782,1.7324,2.5445,3.129,2.8577,3.1451,2.9319,3.6304,2.0522,3.1615,3.5047
2,147, HEX,49.1,3.1356,1.8785,1.744,1.3778,2.8064,3.405,2.8392,1.2489,3.8199,3.0744,2.6542,0.5497,3.0121,2.6752,2.0043,2.5617,1.6011,2.2081,1.6015,1.66,3.3438,2.6854,2.7363,4.5663,0.169,0.097,0.125,0.0775,0.143,0.1804,0.6466,0.1043,0.8208,0.6142,0.2484,0.3405,2.322,1.7945,1.7441,2.5585,3.1359,2.8518,3.1532,2.9531,3.6255,2.0483,3.1268,3.4925
2,148, HEX,49.3,3.2219,1.9494,1.8589,1.4681,2.8409,3.4941,2.9755,1.3223,3.8392,3.1589,2.7469,0.5854,3.0172,2.6815,1.9974,2.551,1.6065,2.2056,1.595,1.656,3.326,2.6705,2.7228,4.5509,0.1793,0.1018,0.1331,0.0843,0.1489,0.1852,0.6763,0.1111,0.8613,0.6387,0.266,0.3541,2.3555,1.8136,1.7605,2.5776,3.1396,2.8605,3.178,2.9798,3.6412,2.0522,3.1168,3.5094
2,149, HEX,49.5,3.3051,2.0232,1.9766,1.5622,2.8774,3.5908,3.114,1.4013,3.9163,3.2837,2.8596,0.6181,3.0214,2.6749,1.9956,2.549,1.602,2.2017,1.5756,1.6509,3.3192,2.6704,2.7186,4.5486,0.1845,0.1044,0.1409,0.0882,0.1533,0.1931,0.711,0.1202,0.8993,0.6637,0.2786,0.3763,2.3651,1.802,1.7639,2.6023,3.1682,2.8776,3.1835,2.9943,3.659,2.0534,3.1127,3.5255
