"Filename: ""C:\path\to\file.csv""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*NOTE: This file was taken from http://www.bmsc.washington.edu/FIT/documentation/format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellset: ""Default""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step,Cycle,Dye,Temp.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
2,42, HEX,28.2,0.0983,0.0214,0.114,0.0331,0.0384,0.0178,0.2267,0.1148,0.0602,0.2561,0.2525,0.2447,2.954,2.6836,1.8194,2.756,1.7064,2.3415,1.7105,1.9685,3.6414,3.1634,3.278,4.8588,0.0129,0.0154,0.0189,0.0282,0.02,0.0152,0.0214,0.048,0.0104,0.007,0.0097,0.0074,2.2535,2.2304,1.7182,3.5255,2.6677,2.2301,2.134,3.1151,2.8009,1.6382,2.8925,2.9418
2,43, HEX,28.2,0.0802,0.0242,0.1201,0.0346,0.0353,0.0132,0.2245,0.1177,0.0629,0.2623,0.2533,0.249,2.9458,2.6892,1.8371,2.7587,1.7107,2.3495,1.7082,1.9669,3.6404,3.1708,3.2803,4.8764,0.0097,0.016,0.0192,0.027,0.02,0.0136,0.0228,0.0491,0.0125,0.0063,0.0085,0.0066,2.241,2.2217,1.7036,3.5158,2.67,2.2263,2.1357,3.1198,2.8004,1.6407,2.8787,2.9266
2,44, HEX,28.5,0.0752,0.0241,0.1218,0.0411,0.0399,0.0121,0.2137,0.1158,0.0555,0.2443,0.2474,0.2384,2.9475,2.6796,1.8248,2.761,1.7122,2.3486,1.7097,1.9676,3.636,3.1754,3.2901,4.8892,0.011,0.0144,0.0193,0.0261,0.0199,0.0148,0.0211,0.0503,0.0134,0.0061,0.007,0.0057,2.2394,2.2149,1.7038,3.5111,2.6682,2.226,2.1274,3.1203,2.8022,1.6431,2.8748,2.9157
2,45, HEX,28.7,0.0689,0.0211,0.1106,0.0242,0.0348,0.0181,0.2169,0.1112,0.0613,0.2561,0.237,0.2381,2.9458,2.6916,1.8225,2.7487,1.7122,2.3495,1.7127,1.9652,3.6279,3.1733,3.2788,4.8833,0.009,0.0144,0.0176,0.0251,0.02,0.0136,0.0206,0.0477,0.0096,0.0076,0.0077,0.0048,2.2227,2.1986,1.6917,3.4842,2.6567,2.2142,2.1186,3.1164,2.7953,1.6309,2.8625,2.9024
2,46, HEX,28.9,0.0692,0.0154,0.1016,0.0327,0.025,0.0105,0.199,0.1021,0.0638,0.2468,0.2328,0.2334,2.9397,2.6839,1.8312,2.7567,1.7088,2.352,1.7006,1.966,3.6314,3.1579,3.2867,4.8903,0.0104,0.0113,0.0164,0.0244,0.018,0.0133,0.0228,0.0504,0.012,0.0058,0.0106,0.0065,2.217,2.1956,1.6959,3.4826,2.6494,2.214,2.1161,3.1134,2.7902,1.6282,2.8651,2.9056
2,47, HEX,29.1,0.0634,0.0065,0.0871,0.0276,0.0266,0.0158,0.1946,0.1023,0.0454,0.2388,0.2228,0.233,2.9388,2.6819,1.8266,2.7396,1.7075,2.3402,1.6982,1.9527,3.624,3.1553,3.2742,4.8842,0.009,0.0085,0.0178,0.0254,0.0183,0.0124,0.0198,0.0485,0.0097,0.0039,0.0051,0.0058,2.2098,2.1785,1.6748,3.4594,2.6496,2.2042,2.1046,3.1067,2.7813,1.6211,2.8428,2.887
2,48, HEX,29.3,0.0622,0.0172,0.0998,0.0308,0.0286,0.0082,0.1835,0.1065,0.0408,0.2323,0.2315,0.2287,2.9292,2.6906,1.8146,2.74,1.7108,2.3373,1.6824,1.9537,3.6111,3.164,3.2795,4.9091,0.0091,0.0106,0.0167,0.0252,0.0176,0.0119,0.0222,0.0486,0.012,0.0043,0.0068,0.0029,2.1942,2.1727,1.6765,3.4365,2.6344,2.1981,2.0875,3.1001,2.775,1.6222,2.8447,2.8787
2,49, HEX,29.5,0.0502,0.0224,0.0972,0.0221,0.0236,0.0082,0.1827,0.1027,0.0429,0.2432,0.227,0.2306,2.9348,2.6876,1.8159,2.7385,1.704,2.3351,1.6889,1.9522,3.6283,3.1658,3.2782,4.9191,0.0092,0.0117,0.015,0.0209,0.0167,0.0095,0.019,0.0463,0.0085,0.0025,0.0073,0.0038,2.18,2.1576,1.6584,3.427,2.6234,2.2004,2.1011,3.1032,2.7704,1.6099,2.8357,2.8669
2,50, HEX,29.7,0.0641,0.0244,0.0955,0.0287,0.0246,0.0107,0.1735,0.1005,0.0479,0.2303,0.2184,0.2313,2.9311,2.6907,1.8134,2.7379,1.6922,2.3363,1.6845,1.9511,3.6166,3.165,3.2721,4.9271,0.0118,0.0096,0.0153,0.0223,0.0168,0.0112,0.0188,0.0492,0.008,0.0037,0.007,0.0015,2.1687,2.1459,1.6494,3.4021,2.619,2.1838,2.0881,3.0906,2.7688,1.6066,2.8313,2.8543
2,51, HEX,29.9,0.06,0.0214,0.0867,0.0219,0.0311,0.0155,0.1717,0.0972,0.0412,0.2231,0.2146,0.2215,2.9218,2.6806,1.7974,2.7282,1.7001,2.3314,1.6833,1.9401,3.6083,3.1701,3.2752,4.9289,0.0093,0.0106,0.0154,0.0208,0.0153,0.0109,0.0212,0.0479,0.0074,0.0039,0.0055,0.0025,2.1594,2.1342,1.6432,3.391,2.6192,2.1757,2.0696,3.0773,2.7672,1.6017,2.8187,2.8322
2,52, HEX,30.1,0.0517,0.0268,0.0925,0.0276,0.0295,0.0051,0.161,0.0959,0.0329,0.2196,0.2033,0.2155,2.9275,2.6963,1.8103,2.7263,1.6992,2.3308,1.68,1.9334,3.6094,3.1561,3.2596,4.9024,0.0083,0.0076,0.0125,0.0223,0.016,0.0097,0.0223,0.0471,0.0084,0.0032,0.0036,0.0026,2.1561,2.1257,1.6412,3.3734,2.6101,2.1652,2.0731,3.0704,2.7782,1.6026,2.8192,2.8404
2,53, HEX,30.3,0.0487,0.0174,0.0853,0.0296,0.0165,0.0082,0.1596,0.0984,0.0312,0.2146,0.2126,0.2171,2.9212,2.6856,1.8038,2.7243,1.6923,2.3283,1.6796,1.9319,3.6012,3.1641,3.2719,4.9322,0.0078,0.0057,0.0125,0.0202,0.0139,0.0077,0.0221,0.0472,0.0065,0.0016,0.0059,0.0027,2.1361,2.111,1.632,3.3577,2.5942,2.1668,2.0614,3.0639,2.7497,1.5936,2.8141,2.8238
2,54, HEX,30.5,0.0518,0.0282,0.0791,0.0356,0.0202,0.0123,0.1479,0.0924,0.0328,0.2108,0.1949,0.2129,2.9129,2.6851,1.7932,2.7179,1.6927,2.3189,1.6741,1.932,3.6152,3.1659,3.2604,4.9456,0.0078,0.0083,0.0116,0.019,0.0127,0.0081,0.0244,0.047,0.0066,0.0017,0.0048,0.0029,2.1196,2.0955,1.6113,3.3353,2.5938,2.1534,2.0501,3.0416,2.7382,1.5846,2.8004,2.8112
2,55, HEX,30.7,0.0466,0.0233,0.0774,0.0194,0.0106,0.0074,0.143,0.0902,0.0436,0.2173,0.2109,0.2075,2.9184,2.6856,1.7935,2.7132,1.6935,2.323,1.6703,1.9259,3.5963,3.1676,3.2731,4.9474,0.0052,0.0054,0.0121,0.0201,0.0132,0.0096,0.0248,0.0479,0.0067,0.0026,0.0061,0,2.1117,2.0907,1.6064,3.3217,2.5736,2.1471,2.0444,3.0357,2.7428,1.5867,2.8025,2.8108
2,56, HEX,30.9,0.0421,0.0248,0.0751,0.0199,0.0266,0.0118,0.1462,0.0932,0.0254,0.1991,0.1863,0.2027,2.9042,2.6796,1.797,2.7008,1.6903,2.3189,1.664,1.9241,3.5982,3.1726,3.2621,4.94,0.0076,0.0069,0.0115,0.02,0.0118,0.0091,0.0261,0.0455,0.0069,0,0.0043,0.0025,2.0998,2.06,1.592,3.2988,2.5795,2.1475,2.0465,3.0271,2.7375,1.5854,2.7836,2.8064
2,57, HEX,31.1,0.0404,0.0213,0.0744,0.0156,0.0181,0.0038,0.1261,0.0881,0.031,0.206,0.1925,0.2049,2.9023,2.7038,1.805,2.7211,1.6927,2.3208,1.6665,1.9218,3.5921,3.1636,3.2569,4.9462,0.0045,0.0049,0.0113,0.0188,0.0138,0.0087,0.0239,0.0475,0.0063,0.0029,0.0047,0.0007,2.0859,2.0653,1.587,3.2868,2.5759,2.1354,2.0374,3.0034,2.7318,1.575,2.7788,2.7809
2,58, HEX,31.3,0.0326,0.0164,0.0736,0.0192,0.0117,0.01,0.1188,0.0809,0.0294,0.2002,0.1845,0.1974,2.9015,2.6817,1.7901,2.7089,1.6879,2.319,1.6605,1.9279,3.5956,3.1754,3.2559,4.9474,0.0054,0.0049,0.0093,0.0184,0.0108,0.0082,0.0244,0.0446,0.0043,0.0018,0.003,0.0013,2.0762,2.0446,1.5817,3.2666,2.57,2.1314,2.035,3.0019,2.7273,1.5662,2.7775,2.781
2,59, HEX,31.5,0.0365,0.0229,0.0625,0.0135,0.0075,0.0013,0.1099,0.0812,0.019,0.196,0.174,0.191,2.9049,2.6883,1.7872,2.701,1.6981,2.3286,1.6673,1.9201,3.5899,3.1652,3.2419,4.9462,0.0054,0.003,0.011,0.0181,0.0093,0.0052,0.0264,0.0444,0.0041,0.0018,0.0056,0.0004,2.0756,2.0255,1.5618,3.245,2.5563,2.1267,2.0364,2.9963,2.7281,1.5673,2.7692,2.769
2,60, HEX,31.7,0.0268,0.0178,0.0575,0.0031,0.0096,0.009,0.1056,0.0851,0.0249,0.1905,0.1798,0.1903,2.9044,2.6866,1.7761,2.6942,1.6792,2.3108,1.6504,1.9122,3.5731,3.1678,3.2426,4.9462,0.0057,0.0051,0.0071,0.0159,0.0115,0.0078,0.0273,0.0459,0.0053,0.004,0.0059,0.0031,2.0643,2.0266,1.5602,3.2361,2.5489,2.1287,2.0116,2.9714,2.7346,1.5712,2.7709,2.7602
2,61, HEX,31.9,0.0332,0.019,0.0649,0.0117,0.0091,0.003,0.1009,0.0748,0.0206,0.1857,0.1742,0.1838,2.8931,2.6828,1.7826,2.7037,1.6821,2.3077,1.6518,1.9098,3.5688,3.1683,3.236,4.9554,0.0056,0.0044,0.0085,0.0162,0.0101,0.005,0.0288,0.0434,0.0063,0.0016,0.0036,0.001,2.0428,2.0173,1.5593,3.2142,2.5444,2.1246,2.0168,2.9652,2.7149,1.5629,2.755,2.7446
2,62, HEX,32.1,0.022,0.0224,0.0548,0.0158,0.0177,0.0171,0.1074,0.0801,0.0247,0.1785,0.1598,0.1818,2.8924,2.6882,1.7739,2.6843,1.6808,2.3096,1.6498,1.9026,3.5751,3.1736,3.2399,4.9672,0.0052,0.0058,0.0106,0.0135,0.0103,0.0063,0.028,0.0444,0.005,0.0033,0.0038,0.0041,2.0336,1.9937,1.5325,3.192,2.5406,2.1203,2.0032,2.9514,2.7092,1.5563,2.7504,2.7373
2,63, HEX,32.3,0.0237,0.0012,0.048,0.0032,0.0076,0,0.0919,0.0686,0.0166,0.1725,0.1601,0.1799,2.8944,2.6812,1.7774,2.6902,1.6743,2.3066,1.6395,1.9007,3.5678,3.1648,3.2217,4.9504,0.0046,0.0041,0.0092,0.0136,0.0084,0.0058,0.0324,0.0445,0.0055,0.0025,0.0053,0.0022,2.0268,1.9914,1.5353,3.1823,2.5399,2.1177,2.0081,2.9421,2.7008,1.5498,2.7342,2.7328
2,64, HEX,32.5,0.0213,0.0202,0.0544,0.0167,0.0053,0.006,0.0879,0.0756,0.0016,0.1613,0.1481,0.1745,2.8816,2.6791,1.7726,2.6901,1.6752,2.3025,1.6389,1.8911,3.5668,3.1618,3.2051,4.9634,0.003,0.0059,0.0078,0.013,0.0068,0.0021,0.0287,0.0435,0.0023,0.0033,0.0032,0.0015,2.0079,1.9718,1.5322,3.1621,2.5457,2.1194,2.0115,2.9352,2.7039,1.5457,2.7289,2.7186
2,65, HEX,32.7,0.0169,0.0202,0.0506,0.0107,0.0055,0.0022,0.091,0.0684,0.016,0.1707,0.1549,0.1691,2.8862,2.6824,1.7888,2.6946,1.675,2.302,1.6376,1.8963,3.5702,3.1563,3.2095,4.9604,0.0037,0.0057,0.0076,0.0162,0.0064,0.0048,0.0309,0.0425,0.0034,0.004,0.0063,0.0049,2.002,1.9685,1.5136,3.1458,2.5162,2.1063,1.9981,2.9174,2.6897,1.5386,2.7306,2.7202
2,66, HEX,32.9,0.0276,0.0237,0.0516,0.0079,0.0043,0.003,0.0742,0.0672,0.006,0.1766,0.1541,0.1665,2.8874,2.6789,1.7686,2.6843,1.6653,2.3057,1.6283,1.8861,3.5504,3.1488,3.2046,4.9521,0.003,0.0013,0.0049,0.0118,0.0058,0.005,0.0325,0.0405,0.0034,0.0038,0.0039,0.0037,1.9879,1.9558,1.5077,3.1274,2.5145,2.1022,1.9948,2.9125,2.691,1.5345,2.7204,2.7146
2,67, HEX,33.1,0.0091,0.0243,0.0463,0.0153,0.0005,0.0298,0.0923,0.0781,0.0094,0.1669,0.1463,0.1632,2.8801,2.6762,1.7675,2.6674,1.6587,2.3007,1.6191,1.883,3.5632,3.1583,3.2058,4.9691,0.0028,0.0055,0.006,0.0156,0.0052,0.0027,0.0347,0.0417,0.0025,0.002,0.0039,0.0056,1.9754,1.9382,1.4938,3.0996,2.5106,2.0983,1.9983,2.9016,2.6899,1.5378,2.7197,2.7197
2,68, HEX,33.3,0.0086,0.0042,0.0306,0.0043,0.0011,0.013,0.0775,0.0721,0.0105,0.1557,0.1292,0.1659,2.8926,2.6943,1.7676,2.673,1.6617,2.294,1.6256,1.882,3.5504,3.1493,3.1834,4.949,0.0022,0.0039,0.0035,0.0109,0.0057,0.0027,0.0367,0.0405,0.0016,0.0036,0.0046,0.0069,1.9594,1.9331,1.4925,3.0932,2.5052,2.0936,1.9958,2.8899,2.6875,1.5329,2.7114,2.6985
2,69, HEX,33.5,0.0169,0.0173,0.0435,0.0116,0,0.0123,0.0775,0.0706,0.0032,0.1521,0.1262,0.1524,2.8751,2.6881,1.771,2.675,1.6618,2.3134,1.6354,1.8938,3.5457,3.1483,3.1833,4.9544,0.0008,0.0041,0.0049,0.0113,0.0047,0.0036,0.0393,0.0404,0.0018,0.0032,0.0042,0.0041,1.9553,1.9195,1.4739,3.0732,2.5024,2.0921,1.9996,2.877,2.6849,1.5285,2.707,2.6896
2,70, HEX,33.7,0.0124,0.0152,0.0446,0.0252,0.0069,0.0157,0.0589,0.0742,0,0.1637,0.142,0.1513,2.8796,2.6922,1.7651,2.6676,1.6614,2.2889,1.6166,1.8774,3.5372,3.1369,3.1782,4.9439,0.0044,0.0036,0.0047,0.0102,0.0053,0.0025,0.0407,0.0375,0.0046,0.0077,0.0059,0.006,1.9413,1.9108,1.4758,3.0563,2.4904,2.0837,1.99,2.8741,2.6811,1.527,2.7018,2.6917
2,71, HEX,33.9,0.0143,0.0127,0.0323,0.0061,0.0056,0.0264,0.056,0.0787,0.0028,0.1383,0.1158,0.1559,2.8926,2.6936,1.7728,2.6704,1.656,2.2962,1.6172,1.8753,3.5464,3.1354,3.1974,4.9516,0.0023,0.0045,0.0059,0.0112,0.0033,0.0017,0.0445,0.0371,0.0014,0.0042,0.0048,0.0052,1.9274,1.8993,1.4622,3.0411,2.4903,2.0834,1.9947,2.8843,2.6907,1.5266,2.7001,2.6813
2,72, HEX,34.1,0.0108,0.0201,0.0418,0.0176,0.0037,0.0259,0.0615,0.0751,0.0088,0.1325,0.1088,0.1394,2.879,2.6822,1.7614,2.6663,1.6565,2.2897,1.6243,1.8783,3.5429,3.1283,3.1626,4.9321,0.0037,0.0017,0.0024,0.0109,0.0043,0.0034,0.0455,0.0366,0.0019,0.0052,0.004,0.0046,1.9199,1.8925,1.4446,3.0222,2.484,2.0755,1.9898,2.8533,2.6818,1.5186,2.6998,2.6745
2,73, HEX,34.3,0.0014,0.0003,0.0318,0.0081,0.0096,0.0365,0.0612,0.0707,0.0081,0.1293,0.1102,0.136,2.8783,2.6901,1.7645,2.6618,1.6453,2.2859,1.6061,1.8709,3.531,3.1208,3.1545,4.9138,0.0015,0.0022,0.0037,0.0098,0.0054,0.0027,0.0492,0.0355,0.0047,0.0047,0.0051,0.0062,1.907,1.8888,1.4489,3.0122,2.4807,2.076,1.9967,2.8454,2.6805,1.5162,2.693,2.6718
2,74, HEX,34.5,0.0032,0.0286,0.0332,0.0162,0.0075,0.0357,0.059,0.0727,0.0069,0.1195,0.0979,0.1287,2.8776,2.6921,1.7632,2.665,1.6481,2.2867,1.629,1.8829,3.5427,3.1149,3.1502,4.9167,0.0019,0.0031,0.0035,0.0106,0.002,0,0.0493,0.0347,0.0023,0.0027,0.0034,0.0063,1.896,1.868,1.4398,2.9736,2.4723,2.0716,1.9997,2.8243,2.6702,1.5137,2.6852,2.6633
2,75, HEX,34.7,0.0056,0.0204,0.0424,0.0187,0.0243,0.0601,0.0655,0.0755,0.0139,0.1187,0.1088,0.1274,2.8712,2.6891,1.7677,2.6539,1.648,2.2859,1.6089,1.8746,3.5298,3.113,3.1532,4.9254,0.0018,0.0032,0.0036,0.0113,0.002,0.0029,0.0536,0.0361,0.0027,0.0051,0.0054,0.0069,1.8669,1.8491,1.4267,2.9681,2.4633,2.0683,1.9968,2.8281,2.6763,1.5097,2.6914,2.6525
2,76, HEX,34.9,0.0006,0.0227,0.0472,0.0186,0.0115,0.0455,0.0492,0.0649,0.0058,0.0947,0.0908,0.1205,2.8714,2.6934,1.7634,2.6569,1.6461,2.285,1.6141,1.867,3.5234,3.1035,3.1386,4.9128,0.0018,0.0024,0.0032,0.0092,0.0031,0.0028,0.0537,0.0335,0,0.0031,0.0036,0.0039,1.8801,1.8501,1.4239,2.9499,2.4581,2.0606,1.9939,2.8114,2.6774,1.509,2.6827,2.6521
2,77, HEX,35.1,0.0084,0.0227,0.0374,0.0212,0.0103,0.0595,0.0414,0.0743,0.0133,0.102,0.093,0.1189,2.8574,2.6875,1.7634,2.6597,1.6427,2.2888,1.6096,1.8649,3.5214,3.0929,3.1329,4.9106,0.0018,0.0014,0.0024,0.0117,0.0008,0.0005,0.0578,0.0321,0.0025,0.0053,0.0032,0.0043,1.8718,1.8319,1.3993,2.9294,2.4537,2.065,1.9892,2.7887,2.6726,1.5031,2.6769,2.6388
2,78, HEX,35.3,0.0008,0.0216,0.0377,0.0248,0.0142,0.0654,0.04,0.064,0.0296,0.1046,0.093,0.1108,2.8624,2.6905,1.7591,2.655,1.6401,2.2817,1.6048,1.8587,3.5142,3.0875,3.1283,4.9016,0.0016,0.0028,0.0023,0.0095,0.0021,0.0003,0.0604,0.0311,0.0012,0.0076,0.0038,0.0047,1.8588,1.8296,1.4045,2.8994,2.4431,2.0599,1.9898,2.777,2.6734,1.5073,2.6764,2.6405
2,79, HEX,35.5,0.008,0.01,0.0253,0.0192,0.0162,0.0689,0.0391,0.0671,0.0125,0.0844,0.0784,0.115,2.8904,2.7061,1.7778,2.6676,1.6399,2.2761,1.6053,1.8617,3.5146,3.0795,3.1018,4.8778,0.0023,0.0025,0.0027,0.0102,0.0026,0.0022,0.0647,0.0297,0.0034,0.0078,0.0045,0.0062,1.849,1.813,1.3966,2.8956,2.4503,2.0658,1.9947,2.7561,2.6725,1.5069,2.669,2.6268
2,80, HEX,35.7,0.0081,0.0236,0.0105,0.0183,0.0188,0.0824,0.0511,0.067,0.019,0.0875,0.0836,0.1076,2.8687,2.6769,1.7524,2.6543,1.6389,2.2782,1.6067,1.8596,3.5202,3.0798,3.1072,4.8839,0,0,0.0026,0.0095,0.0016,0.004,0.0697,0.0299,0.0048,0.0085,0.0026,0.004,1.8425,1.8023,1.3948,2.8832,2.44,2.0526,2.0018,2.7508,2.6693,1.5044,2.666,2.6256
2,81, HEX,35.9,0.0127,0.0241,0.0325,0.032,0.024,0.0854,0.0466,0.0555,0.0215,0.0741,0.0721,0.0974,2.8674,2.6944,1.7597,2.661,1.6363,2.2812,1.6066,1.8608,3.5204,3.0764,3.1066,4.8704,0.0021,0.0036,0.0013,0.0068,0,0.0024,0.0697,0.0269,0.0019,0.0071,0.0021,0.0044,1.8236,1.7879,1.391,2.8769,2.4467,2.051,1.9979,2.7349,2.6644,1.5014,2.6603,2.6098
2,82, HEX,36.1,0,0.021,0.0248,0.02,0.0238,0.0875,0.0378,0.057,0.0208,0.0575,0.0574,0.0933,2.862,2.6917,1.763,2.656,1.6338,2.2723,1.596,1.8565,3.5099,3.0575,3.0976,4.8563,0.0029,0.0008,0.0024,0.0073,0.0007,0.0031,0.0729,0.0277,0.0076,0.0087,0.0032,0.0066,1.8195,1.7842,1.3869,2.862,2.4319,2.0518,1.9956,2.7252,2.6797,1.5068,2.6633,2.6032
2,83, HEX,36.3,0.0161,0.0334,0.0243,0.0259,0.0319,0.1061,0.0458,0.0636,0.0306,0.0599,0.0583,0.0931,2.8731,2.6754,1.752,2.6528,1.6352,2.2744,1.6008,1.8553,3.5116,3.0609,3.0909,4.8701,0.002,0.0022,0.0029,0.0072,0.0029,0.0041,0.0751,0.024,0.0078,0.0112,0.0013,0.0066,1.8089,1.777,1.3679,2.8391,2.4244,2.0487,2.0009,2.7082,2.6667,1.5,2.6562,2.5933
2,84, HEX,36.5,0.0072,0.0244,0.0105,0.0264,0.032,0.0956,0.0347,0.0703,0.05,0.0582,0.062,0.088,2.8613,2.692,1.7576,2.6494,1.6259,2.2711,1.5901,1.8544,3.5081,3.0508,3.0811,4.8425,0.0026,0.0018,0.001,0.006,0.0007,0.002,0.0735,0.0223,0.0055,0.0107,0.0026,0.0047,1.797,1.7641,1.3446,2.8163,2.4193,2.0421,2.0055,2.6938,2.6741,1.5032,2.6549,2.5873
2,85, HEX,36.7,0.0147,0.0357,0.0181,0.0285,0.0341,0.1079,0.0262,0.0484,0.06,0.0569,0.0637,0.0833,2.8612,2.6929,1.7625,2.6504,1.6264,2.2678,1.5848,1.8449,3.4963,3.0469,3.0694,4.8468,0.0025,0.0025,0.0032,0.0057,0.0027,0.0016,0.078,0.0201,0.0094,0.0127,0.0014,0.0071,1.7855,1.7523,1.3529,2.7855,2.4082,2.0337,2.0006,2.687,2.681,1.5032,2.6572,2.5853
2,86, HEX,36.9,0.0213,0.032,0.0175,0.0224,0.0356,0.1116,0.0322,0.0463,0.0354,0.0382,0.0418,0.0752,2.8595,2.6901,1.7611,2.6431,1.6285,2.268,1.5947,1.8437,3.4947,3.0361,3.0606,4.8494,0.0049,0.0023,0.0017,0.0043,0.0008,0.0027,0.082,0.0207,0.0101,0.0128,0.0002,0.0055,1.7751,1.7436,1.3436,2.7915,2.4051,2.0258,2.0033,2.6713,2.6756,1.4999,2.6545,2.5813
2,87, HEX,37.1,0.029,0.0357,0.0197,0.0269,0.0372,0.1116,0.022,0.0414,0.0504,0.0329,0.0403,0.0717,2.8659,2.6965,1.7663,2.652,1.6279,2.2656,1.5871,1.8487,3.4982,3.0268,3.0546,4.8442,0.0026,0.0025,0.0013,0.0046,0.0008,0.0038,0.08,0.0178,0.0111,0.0129,0.0014,0.0071,1.7716,1.7353,1.3413,2.7668,2.4031,2.0241,2.0095,2.6484,2.6769,1.4999,2.6484,2.5636
2,88, HEX,37.3,0.0359,0.0414,0.0199,0.0322,0.0481,0.1223,0.0218,0.041,0.054,0.0209,0.024,0.0591,2.8514,2.6924,1.7716,2.6398,1.6298,2.263,1.5916,1.8419,3.4904,3.0147,3.0406,4.8428,0.0034,0.0036,0.0011,0.0063,0.0014,0.0055,0.081,0.0181,0.014,0.0162,0.0011,0.0066,1.7669,1.7245,1.3342,2.7704,2.411,2.0174,2.0008,2.634,2.6809,1.4979,2.6494,2.5577
2,89, HEX,37.5,0.029,0.0327,0.0091,0.0329,0.0463,0.1201,0.022,0.0379,0.0645,0.0188,0.0267,0.0604,2.8539,2.6912,1.7643,2.6428,1.622,2.262,1.5937,1.8379,3.4947,3.0184,3.029,4.8258,0.0055,0.0039,0.0018,0.0048,0.0025,0.0026,0.0783,0.0153,0.012,0.0149,0.0007,0.0064,1.7557,1.7161,1.3329,2.7486,2.4238,2.0223,2.0171,2.6293,2.6872,1.4942,2.6485,2.5447
2,90, HEX,37.7,0.0306,0.0389,0.0122,0.05,0.0582,0.1343,0.0235,0.0386,0.0785,0.0186,0.0265,0.0548,2.8503,2.6942,1.7682,2.6411,1.6234,2.2691,1.5945,1.8391,3.4904,3.0053,3.0366,4.8378,0.004,0.0061,0.0008,0.0037,0.0029,0.0062,0.0823,0.0153,0.0135,0.0191,0.0017,0.0056,1.7522,1.705,1.3269,2.7329,2.4051,2.0149,2.0002,2.6045,2.6884,1.497,2.6545,2.5464
2,91, HEX,37.9,0.0353,0.0412,0.0115,0.0413,0.0629,0.131,0.0188,0.0323,0.087,0.0114,0.0132,0.052,2.8561,2.6963,1.7735,2.6367,1.6215,2.267,1.6026,1.8366,3.4901,3.0072,3.025,4.8182,0.0047,0.0054,0.0014,0.0053,0.0023,0.0031,0.0821,0.011,0.0136,0.0199,0.0008,0.007,1.7407,1.6953,1.3086,2.7184,2.3935,2.0106,2.0143,2.5982,2.7013,1.5002,2.6511,2.5389
2,92, HEX,38.1,0.0474,0.0412,0.0054,0.0457,0.0632,0.1297,0.0174,0.0269,0.0965,0,0.0299,0.0519,2.8623,2.697,1.7711,2.6365,1.6196,2.2607,1.5929,1.8263,3.4812,2.9914,3.0091,4.8054,0.0054,0.005,0.0013,0.0032,0.0012,0.0055,0.0843,0.0099,0.0184,0.0228,0.0013,0.0067,1.7332,1.6931,1.3145,2.7155,2.4029,2.0117,2.0177,2.5825,2.7013,1.4974,2.6547,2.5363
2,93, HEX,38.3,0.0576,0.0413,0,0.04,0.0707,0.1463,0.0268,0.0293,0.1105,0.0082,0.0137,0.0454,2.8161,2.6755,1.7642,2.6311,1.6217,2.2632,1.6041,1.8331,3.4796,2.9995,3.0205,4.7962,0.0045,0.0056,0.0016,0.0045,0.0037,0.0064,0.0856,0.0119,0.0214,0.0232,0.0018,0.0105,1.7249,1.6854,1.3103,2.6862,2.4054,2.0057,2.0175,2.5892,2.7149,1.4988,2.6541,2.5215
2,94, HEX,38.5,0.0478,0.0407,0.0099,0.0466,0.0756,0.1489,0.0442,0.0376,0.1356,0.0104,0.0168,0.0368,2.8439,2.6838,1.7743,2.6302,1.6265,2.2642,1.5937,1.8253,3.4779,2.9849,2.9959,4.7949,0.0052,0.0036,0.0002,0.0036,0.0043,0.0076,0.0881,0.0107,0.0209,0.0279,0,0.0098,1.717,1.6686,1.2933,2.6698,2.4065,2.0019,2.0207,2.5585,2.707,1.4925,2.6495,2.5185
2,95, HEX,38.7,0.0648,0.0469,0.0083,0.0513,0.0824,0.1543,0.021,0.0222,0.1405,0.0276,0.0184,0.0405,2.8531,2.6898,1.7762,2.6205,1.617,2.254,1.6,1.8097,3.4661,2.9817,2.9966,4.7835,0.0067,0.0065,0,0.0024,0.004,0.0075,0.0847,0.0075,0.0243,0.0267,0.0006,0.011,1.7047,1.6623,1.2963,2.6537,2.4105,2.0161,2.0359,2.5563,2.7163,1.4922,2.6507,2.5002
