X	A1: Sample 1	X	A2: Sample 2	X	A3: Sample 3	X	A4: Sample 4	X	A5: Sample 5	X	A6: Sample 6	X	A7: Sample 7	X	A8: Sample 8	X	A9: Sample 9	X	A10: Sample 10	X	A11: Sample 11	X	A12: Sample 12	X	B1: Sample 25	X	B2: Sample 26	X	B3: Sample 27	X	B4: Sample 28	X	B5: Sample 29	X	B6: Sample 30	X	B7: Sample 31	X	B8: Sample 32	X	B9: Sample 33	X	B10: Sample 34	X	B11: Sample 35	X	B12: Sample 36	X	C1: Sample 49	X	C2: Sample 50	X	C3: Sample 51	X	C4: Sample 52	X	C5: Sample 53	X	C6: Sample 54	X	C7: Sample 55	X	C8: Sample 56	X	C9: Sample 57	X	C10: Sample 58	X	C11: Sample 59	X	C12: Sample 60	X	D1: Sample 73	X	D2: Sample 74	X	D3: Sample 75	X	D4: Sample 76	X	D5: Sample 77	X	D6: Sample 78	X	D7: Sample 79	X	D8: Sample 80	X	D9: Sample 81	X	D10: Sample 82	X	D11: Sample 83	X	D12: Sample 84
35.55	920.956048011187	35.55	792.814976305159	35.55	427.427118940336	35.55	216.054905997514	35.55	130.349887352393	35.55	70.9022308596178	35.55	32.9161983131992	35.55	19.2207407551274	35.55	12.8081315670642	35.55	12.5540159236133	35.55	10.4882357296846	35.55	8.2730047535348	35.55	938.455271131137	35.55	794.813208903045	35.55	439.002049021131	35.55	231.844895898073	35.55	137.810497106122	35.55	83.1492289465507	35.55	53.8635033891392	35.55	21.3273466026064	35.55	13.2224256137352	35.55	11.7117155939248	35.55	14.3768875757458	35.55	7.79452933814675	35.55	951.746523461778	35.55	816.840817277812	35.55	465.787270820385	35.55	233.621790514295	35.55	133.402795311529	35.55	71.03156317977	35.55	36.0032434742076	35.55	20.118894511828	35.55	19.7067156424798	35.55	11.8309833723392	35.55	9.92628212520393	35.55	7.8231965154502	35.55	844.175050497203	35.55	800.212331028589	35.55	445.633837010566	35.55	228.130098275326	35.55	138.810499533872	35.55	75.5497883001864	35.55	37.7305816403822	35.55	18.3228965365716	35.55	13.3086562645665	35.55	12.6542994544845	35.55	12.4039536518218	35.55	8.15479152909416
35.85	915.741614622173	35.85	787.62875186428	35.85	424.835564643922	35.85	214.862514176299	35.85	130.434874957277	35.85	70.2365269330257	35.85	33.0130648915222	35.85	19.1174671420582	35.85	12.9073789455747	35.85	12.401221055105	35.85	10.5373502992558	35.85	8.27197654016747	35.85	934.726882923192	35.85	791.111509212652	35.85	436.871533603654	35.85	230.906394675926	35.85	136.784266832898	35.85	82.836574219721	35.85	53.4038045884601	35.85	21.1235196205801	35.85	13.3213211048192	35.85	11.760518801559	35.85	14.2745755485062	35.85	7.64271743019629	35.85	947.719752050708	35.85	813.49884647651	35.85	462.243612897713	35.85	232.483532189908	35.85	132.228516595979	35.85	70.8719479690996	35.85	35.7477311853328	35.85	19.865567299551	35.85	19.5538525791154	35.85	11.7292631273983	35.85	10.0754281048036	35.85	7.9726516681911	35.85	840.219421917723	35.85	793.694557078051	35.85	442.301056037161	35.85	226.692781156786	35.85	138.190451291791	35.85	75.1391231376616	35.85	37.8761938191337	35.85	18.771126387044	35.85	13.3570288711005	35.85	12.7027374578595	35.85	12.5024312413097	35.85	8.15377800789989
36.08	912.93674652001	36.08	782.846290082028	36.08	422.550947287472	36.08	214.102407252051	36.08	129.372368645911	36.08	70.1354661866145	36.08	32.8111497318155	36.08	19.2183518984589	36.08	12.8569593247033	36.08	12.5020443667175	36.08	10.3860959881074	36.08	8.32241512547966	36.08	930.708193512304	36.08	788.37130833644	36.08	433.782848232041	36.08	229.592416845327	36.08	135.82561890225	36.08	82.3830904428443	36.08	53.252805159396	36.08	20.9726370124713	36.08	13.0197060869726	36.08	11.6097423943186	36.08	14.174050357903	36.08	7.64271743019629	36.08	945.3849350609	36.08	810.410306751802	36.08	460.728059750186	36.08	232.433114086192	36.08	131.624506742481	36.08	70.6708884849615	36.08	35.496693572505	36.08	20.0160630330677	36.08	19.6541289562554	36.08	11.679137834648	36.08	10.1255541561315	36.08	7.82222420666131	36.08	838.040641312453	36.08	791.420377749814	36.08	440.132907655978	36.08	225.887645064318	36.08	136.783926990119	36.08	75.1892802906724	36.08	37.6757897460695	36.08	18.5208443175374	36.08	13.3070021934424	36.08	12.6527267103316	36.08	12.5024312413097	36.08	8.10375512312989
36.37	907.275839702958	36.37	779.38664204263	36.37	420.266329931022	36.37	212.430113759943	36.37	129.220592433352	36.37	70.2870603405419	36.37	32.8616285217422	36.37	19.0165839028127	36.37	12.7561200829605	36.37	12.4516330902001	36.37	10.2348424355367	36.37	8.17109861096547	36.37	925.875532096694	36.37	784.971424077181	36.37	431.808118941089	36.37	228.480596919277	36.37	135.82561890225	36.37	82.7357986984992	36.37	53.5548100861453	36.37	21.0229307094558	36.37	12.9694366644723	36.37	11.5594843504828	36.37	14.2745755485062	36.37	7.64271743019629	36.37	938.836941492667	36.37	806.005361748073	36.37	457.949553737882	36.37	231.122194840604	36.37	131.121163175025	36.37	70.2687816539274	36.37	35.3460703979462	36.37	19.9157320383382	36.37	19.6039915262631	36.37	11.7292631273983	36.37	10.0253012948981	36.37	7.9225089281553	36.37	832.5685899826	36.37	787.832220590977	36.37	437.914316896595	36.37	224.730286205879	36.37	136.482534994096	36.37	74.5873641114374	36.37	37.5755907438479	36.37	18.4207317931659	36.37	13.4070555487587	36.37	12.902780447971	36.37	12.6524604495829	36.37	8.30384817936513
36.66	904.103431403007	36.66	776.441045575991	36.66	418.894269603579	36.66	211.694357175034	36.66	128.293929414689	36.66	69.6720427158413	36.66	32.5547097083929	36.66	19.165527525786	36.66	12.8553615914704	36.66	12.4500857268237	36.66	10.5864526619004	36.66	8.37181397546252	36.66	923.166436249534	36.66	780.408848017895	36.66	429.779925748726	36.66	226.835189938797	36.66	134.597957701628	36.66	81.9698007118336	36.66	52.944226109109	36.66	20.970030744668	36.66	13.068351304737	36.66	11.5077952975973	36.66	14.1722889498804	36.66	7.59149311758264	36.66	934.507813470859	36.66	803.171407046104	36.66	455.973159640239	36.66	229.177774908351	36.66	130.299614277836	36.66	70.3605635737697	36.66	35.4922824014384	36.66	19.9634171338115	36.66	19.5012914241138	36.66	11.7779245965597	36.66	9.87369446809564	36.66	8.02179741625373	36.66	829.729441096061	36.66	782.933808795203	36.66	435.8937142724	36.66	223.494804935069	36.66	135.862853101311	36.66	74.5279442261091	36.66	37.4707316439745	36.66	18.5685935339839	36.66	13.0052272853043	36.66	12.751162663978	36.66	12.5508813394646	36.66	8.20278216551976
37	898.902250062135	37	769.62435534982	37	416.914543075059	37	210.680974858643	37	128.091566053343	37	69.9246601509103	37	32.5042371914611	37	18.9637846038314	37	12.7545348810116	37	12.298869932603	37	10.2839823908075	37	8.32138089966564	37	918.84310534982	37	776.552742870014	37	427.906702420157	37	225.622441787312	37	134.345716474307	37	81.4659917904188	37	52.944226109109	37	21.0706056386503	37	12.8673001196098	37	11.7088047661396	37	14.1722889498804	37	7.74231753438782	37	931.513491052566	37	800.589505405741	37	453.700136696906	37	228.522421010936	37	129.947326060954	37	69.857986429337	37	35.2412759850332	37	19.81293858542	37	19.3007635925073	37	11.6275681639897	37	9.97393562939799	37	7.92152439865012	37	826.588421927426	37	781.064129100907	37	433.877095113086	37	222.287275149124	37	135.561498559246	37	73.8759458590935	37	37.5208249192246	37	18.618642817199	37	13.2053091286931	37	12.8511717293712	37	12.6508881294077	37	8.25279883395015
37.37	895.485701192991	37.37	766.368629225177	37.37	413.817989235119	37.37	210.022295770163	37.37	126.826840553933	37.37	69.5204674005064	37.37	32.6556547422564	37.37	18.9133500110678	37.37	12.7041222842655	37.37	12.3996799564279	37.37	10.5360408236377	37.37	8.27094858235212	37.37	914.0111415745	37.37	773.457693861066	37.37	426.236000217472	37.37	225.47084220051	37.37	134.043014865788	37.37	80.962182869004	37.37	52.6422647803529	37.37	20.970030744668	37.37	13.1688761388173	37.37	11.6585522093832	37.37	13.9210064455309	37.37	7.69204222313052	37.37	925.930665154716	37.37	795.678853532372	37.37	451.427065210638	37.37	227.967866518578	37.37	129.293052243849	37.37	69.6066978571207	37.37	34.9902695686281	37.37	19.7627800806007	37.37	19.5012914241138	37.37	11.6776864691908	37.37	9.97393562939799	37.37	7.82125213952987	37.37	824.004675655524	37.37	777.425884646452	37.37	431.406696595004	37.37	220.928801106002	37.37	134.155149046228	37.37	73.3744123877687	37.37	37.3204457503573	37.37	18.5185427338022	37.37	13.1052682069987	37.37	12.7011588897648	37.37	12.5008775652514	37.37	8.152764738606
37.65	888.75464070461	37.65	761.078031797564	37.65	412.193596992668	37.65	209.110246831117	37.65	126.624489328321	37.65	69.2173289055704	37.65	32.5547097083929	37.65	18.7620431988435	37.65	12.6537089290361	37.65	12.298869932603	37.65	10.2839823908075	37.65	8.06921779613132	37.65	908.365306946688	37.65	767.216868475829	37.65	422.843916987697	37.65	224.157027657823	37.65	132.630451857059	37.65	81.1637088647167	37.65	52.34029738373	37.65	20.970030744668	37.65	12.8673001196098	37.65	11.6082996526268	37.65	13.9712635531875	37.65	7.69204222313052	37.65	921.768982229402	37.65	792.489437057288	37.65	449.002491223437	37.65	227.010017320119	37.65	128.940751891233	37.65	69.154380854278	37.65	35.1910765221123	37.65	19.81293858542	37.65	19.3007635925073	37.65	11.8280429017608	37.65	9.92381504874682	37.65	8.02179741625373	37.65	820.914335311296	37.65	772.372759258109	37.65	429.995068037778	37.65	220.174079820119	37.65	134.004471775196	37.65	73.775644019122	37.65	37.2202591998571	37.65	18.4184426504054	37.65	13.2553280725736	37.65	12.801167955158	37.65	12.3508670010951	37.65	8.20278216551976
37.89	885.746046663353	37.89	756.041847893625	37.89	409.249370883559	37.89	208.248876716478	37.89	126.118599128557	37.89	69.4194192129054	37.89	32.302347123734	37.89	18.8629139013375	37.89	12.7545348810116	37.89	12.3492749445154	37.89	10.3343942290702	37.89	8.32138089966564	37.89	905.262636696906	37.89	763.918861454579	37.89	420.312548542935	37.89	223.247478679943	37.89	131.974612530291	37.89	80.407992448661	37.89	52.390624271856	37.89	20.6180155817968	37.89	12.7667737685628	37.89	11.6082996526268	37.89	14.071776251534	37.89	7.79259208716175	37.89	917.302740928296	37.89	788.641924008947	37.89	447.790228501305	37.89	225.648873415559	37.89	127.632228528489	37.89	68.8025780667485	37.89	35.0404720654825	37.89	19.81293858542	37.89	19.5514226235321	37.89	11.7278055328752	37.89	9.77345406527666	37.89	7.97166090745192	37.89	815.392285168386	37.89	767.572251304834	37.89	427.423894386107	37.89	219.670956567665	37.89	133.05016621101	37.89	72.8227279964583	37.89	36.9697837218063	37.89	18.3683918502237	37.89	13.1552886678459	37.89	12.751162663978	37.89	12.4508745495216	37.89	8.10274807017561
38.16	879.415596266153	38.16	753.50640298832	38.16	408.234140081387	38.16	206.753788790693	38.16	125.900590111674	38.16	68.4509702041656	38.16	32.1469377096794	38.16	18.6588522454142	38.16	12.500916134055	38.16	12.3477404918633	38.16	10.2322989856273	38.16	8.11864196898686	38.16	899.250784356362	38.16	760.069757237823	38.16	419.146643576044	38.16	221.906087886742	38.16	131.453782189674	38.16	80.2972509183182	38.16	51.6796256154479	38.16	20.8668612106657	38.16	12.9662136434324	38.16	11.5566117152068	38.16	13.8690273520013	38.16	7.7916238227374	38.16	911.860380684642	38.16	783.077074661406	38.16	444.956724496769	38.16	224.915133224093	38.16	126.811215228162	38.16	68.5930255867141	38.16	34.8855323867343	38.16	19.7603244667736	38.16	19.3986168438587	38.16	11.5258977143001	38.16	9.92258197033619	38.16	7.87041059308213	38.16	812.960857899478	38.16	764.293778345552	38.16	424.850312189364	38.16	217.731962715892	38.16	132.832752023018	38.16	72.5629438699832	38.16	37.2156344161593	38.16	18.3160664310038	38.16	13.103639818802	38.16	12.8495749137985	38.16	12.4993242752955	38.16	8.1517517211186
38.49	876.101496489811	38.49	746.894026466203	38.49	406.102375007766	38.49	206.095167277584	38.49	124.737184801348	38.49	68.653035400876	38.49	32.1469377096794	38.49	18.8101402570903	38.49	12.7025437402441	38.49	12.1461447380172	38.49	10.2827045599936	38.49	8.37077374012759	38.49	895.945032927436	38.49	755.757496039389	38.49	417.223029013419	38.49	221.299764887239	38.49	130.848466330921	38.49	80.3476261571198	38.49	51.780266885018	38.49	20.9171439259948	38.49	12.8154443699133	38.49	11.5063654025554	38.49	13.9192766982092	38.49	7.74135551680153	38.49	907.140943402088	38.49	779.533735089463	38.49	442.532451773733	38.49	224.209430914513	38.49	126.458958650441	38.49	68.6935273126864	38.49	34.8855323867343	38.49	19.8104767391743	38.49	19.1479889583398	38.49	11.5760105504667	38.49	9.87246761739136	38.49	7.92054011380933	38.49	810.073494579399	38.49	759.594969247018	38.49	423.388429190482	38.49	216.423965969806	38.49	131.677682925882	38.49	72.6632393141153	38.49	36.8149258744409	38.49	18.4161540765175	38.49	13.103639818802	38.49	12.7995773527779	38.49	12.5993193973367	38.49	8.20176293314333
38.85	869.116356548211	38.85	743.079171455641	38.85	403.513780597664	38.85	205.031262619595	38.85	124.433695677498	38.85	68.4509702041656	38.85	32.3992659036018	38.85	18.8605700999084	38.85	12.7529500729995	38.85	12.2469429941348	38.85	10.2827045599936	38.85	8.21949482912098	38.85	888.67255451665	38.85	752.662831604125	38.85	414.691926565606	38.85	219.480868694086	38.85	130.293604583437	38.85	79.9950055526218	38.85	51.5789782787649	38.85	20.8668612106657	38.85	12.9159567133333	38.85	11.6571035821206	38.85	13.8690273520013	38.85	7.7916238227374	38.85	901.86333172838	38.85	776.142267488817	38.85	440.764737745403	38.85	222.848456138171	38.85	126.056381437935	38.85	68.4422699641992	38.85	34.8353391613211	38.85	19.7101706775946	38.85	19.1479889583398	38.85	11.5258977143001	38.85	9.87246761739136	38.85	7.92054011380933	38.85	807.236852323559	38.85	755.85612302746	38.85	420.968767473285	38.85	215.820263963096	38.85	131.024825170073	38.85	71.4597061187562	38.85	37.2156344161593	38.85	18.2159787854902	38.85	13.2536810387674	38.85	12.7995773527779	38.85	12.4993242752955	38.85	8.20176293314333
39.11	864.776971518201	39.11	738.867357358057	39.11	401.535152852839	39.11	204.499224476643	39.11	123.91247165797	39.11	68.3414428422785	39.11	32.1934007475696	39.11	18.9590725191988	39.11	12.5497631026079	39.11	12.4469921535284	39.11	10.2814270466925	39.11	8.21847364700778	39.11	885.206042676109	39.11	747.69963660082	39.11	412.81826546776	39.11	219.150501032737	39.11	129.722612086905	39.11	79.2799073933874	39.11	51.2203694752454	39.11	20.8139937802833	39.11	13.0651041060031	39.11	11.555175932909	39.11	14.068279723704	39.11	7.84091785955553	39.11	897.235487327618	39.11	773.312727124487	39.11	436.771017750652	39.11	221.560762594732	39.11	125.587878734936	39.11	68.1322990433594	39.11	34.6804442176435	39.11	19.7578694631127	39.11	19.0954897711478	39.11	11.5244657478802	39.11	10.0215646935955	39.11	8.12005151916193	39.11	802.527536417567	39.11	751.114462976767	39.11	418.799550021742	39.11	214.837732171698	39.11	130.355757994005	39.11	72.0525198685396	39.11	36.8103520235433	39.11	18.4639029183555	39.11	13.2020278989432	39.11	12.897971360961	39.11	12.4977713712981	39.11	8.10073471495877
39.39	858.455437010809	39.39	733.883236659833	39.39	398.743899669214	39.39	203.536760195366	39.39	123.204394082339	39.39	67.836333511927	39.39	32.1934007475696	39.39	18.8078033033995	39.39	12.4489622036705	39.39	12.2958139331167	39.39	10.2310277346662	39.39	8.11763331673577	39.39	879.256448782457	39.39	742.627044120388	39.39	410.186290610635	39.39	218.140112513977	39.39	128.562578620015	39.39	79.5821212747702	39.39	51.3209982412412	39.39	20.8642687319465	39.39	12.8641028776867	39.39	11.6054152447121	39.39	13.8673042774141	39.39	7.79065579890553	39.39	892.9733119021	39.39	768.757619347124	39.39	434.75106573798	39.39	220.351154840663	39.39	124.682207708256	39.39	67.881072910843	39.39	34.5298771829187	39.39	19.7077219049921	39.39	19.1957287735666	39.39	11.5244657478802	39.39	9.9213491983185	39.39	8.01980417549928	39.39	798.678213132066	39.39	748.891651913281	39.39	415.069709746552	39.39	213.529897929867	39.39	130.205118162971	39.39	71.5009664923438	39.39	36.7101873340244	39.39	18.2137156498478	39.39	13.001995771505	39.39	12.9979555762944	39.39	12.5977540700417	39.39	8.25074819440886
39.69	855.294718287986	39.69	729.763742002112	39.69	397.525896074046	39.69	202.776912310535	39.69	123.153824912256	39.69	67.583772780392	39.69	32.092483829513	39.69	18.6565340876002	39.69	12.7513656587775	39.69	12.0438507379605	39.69	10.1302291106135	39.69	8.16805310272433	39.69	874.730750714375	39.69	739.431334637843	39.69	408.667808112809	39.69	216.826624425394	39.69	128.159080805845	39.69	78.9776995783638	39.69	51.2706838582433	39.69	20.9145452001996	39.69	12.8138521914601	39.69	11.404455722615	39.69	13.8170596575467	39.69	7.79065579890553	39.69	888.203697664306	39.69	763.595099158281	39.69	433.185556823829	39.69	219.292745022674	39.69	124.631881192539	39.69	67.5796051916387	39.69	34.5800672055535	39.69	19.8080155046434	39.69	19.1957287735666	39.69	11.5244657478802	39.69	9.9213491983185	39.69	8.06992746818316	39.69	794.778272145608	39.69	744.799625729904	39.69	414.212848645794	39.69	212.473550673997	39.69	129.150627213008	39.69	70.9494191825071	39.69	36.6601065058548	39.69	18.1136404391268	39.69	13.1020118352241	39.69	12.8479784949994	39.69	12.5477627206699	39.69	8.0507304745737
40.04	850.804736024845	40.04	724.74044060559	40.04	395.193031832298	40.04	201.485478940217	40.04	122.531674592391	40.04	67.3733622864907	40.04	31.9875897709627	40.04	18.7550511330551	40.04	12.6489932611122	40.04	12.3950589576863	40.04	10.2297567995439	40.04	8.21745271860442	40.04	869.741071428572	40.04	735.129755434783	40.04	406.03598117236	40.04	215.637907608696	40.04	127.840583753882	40.04	78.6657123447205	40.04	51.0630822981366	40.04	20.9622158263781	40.04	12.9127477799884	40.04	11.8049081364033	40.04	14.0162937330163	40.04	7.8902004076087	40.04	882.563373447205	40.04	757.933520962733	40.04	430.910034937888	40.04	218.509583656832	40.04	123.509595788043	40.04	67.370250630823	40.04	34.4252232142857	40.04	19.7554150693905	40.04	19.1432316940023	40.04	11.5230341372283	40.04	9.81991368643245	40.04	7.86845521156832	40.04	791.337150621118	40.04	739.453755822981	40.04	412.498301630435	40.04	211.793332686335	40.04	128.381465935559	40.04	70.6397940120342	40.04	36.8057793090062	40.04	18.2614837077834	40.04	13.3003900184394	40.04	12.9963409234278	40.04	12.4962188531153	40.04	8.24972325674495
40.39	846.573854813665	40.39	721.485927795031	40.39	392.808059976708	40.39	200.725725446429	40.39	121.166282511646	40.39	67.5248750485249	40.39	31.9875897709627	40.39	18.7550511330551	40.39	12.4474157487384	40.39	12.1431270623059	40.39	10.1793637483016	40.39	8.16703843774262	40.39	864.605784161491	40.39	730.920031055901	40.39	404.011621700311	40.39	214.072010869565	40.39	126.983271059783	40.39	78.4642675174689	40.39	50.8618467342779	40.39	21.0627532390334	40.39	12.9127477799884	40.39	11.5537405073273	40.39	13.8153432526203	40.39	7.78968801557647	40.39	878.149553571428	40.39	754.947738742236	40.39	429.849670031056	40.39	217.199315799689	40.39	123.157426727484	40.39	67.1692971176242	40.39	34.676136087927	40.39	19.65513241217	40.39	19.1432316940023	40.39	11.5731345230008	40.39	9.81991368643245	40.39	8.16915988329775	40.39	786.171632375776	40.39	734.604571040373	40.39	410.079241071429	40.39	210.083292895963	40.39	128.080211568323	40.39	70.7902028338509	40.39	36.5554002086568	40.39	18.311515855493	40.39	13.1003842561141	40.39	13.1462978576281	40.39	12.6961586519798	40.39	8.34972007230202
40.7	841.779747857409	40.7	716.769364830456	40.7	391.287888344616	40.7	199.687926965594	40.7	121.404052097566	40.7	67.1125020377903	40.7	31.9836166508819	40.7	18.7023105509991	40.7	12.4962579861974	40.7	11.9400981523549	40.7	10.1780993881292	40.7	8.21643204381637	40.7	859.363840671966	40.7	726.214328965346	40.7	402.139752631661	40.7	213.439348566948	40.7	126.564101120979	40.7	78.1020263398957	40.7	50.4028092880543	40.7	20.7585607814635	40.7	13.1120967237183	40.7	11.5523054383287	40.7	13.813627274077	40.7	7.93946995496483	40.7	873.677959259719	40.7	751.362553952925	40.7	426.716595764501	40.7	216.416535989318	40.7	122.488192945752	40.7	67.2614184185194	40.7	34.6216514738076	40.7	19.7529612853799	40.7	19.0907461393577	40.7	11.571697045107	40.7	9.9188845730053	40.7	8.16814520687453	40.7	782.47883609179	40.7	731.583955021115	40.7	408.365420444665	40.7	209.151983255186	40.7	127.010073962085	40.7	70.3803778257359	40.7	36.5508597291874	40.7	18.3592658326605	40.7	12.9487717703934	40.7	12.8447868471308	40.7	12.4946667206034	40.7	8.19870675517793
40.87	835.867438827475	40.87	712.345807197864	40.87	389.309121149547	40.87	198.675048130667	40.87	120.595025074525	40.87	67.2134939564961	40.87	32.1854033805971	40.87	18.7023105509991	40.87	12.6978104609967	40.87	12.1919987557349	40.87	10.3292597641694	40.87	8.26683930470594	40.87	854.686723698919	40.87	722.562996832692	40.87	399.812013841448	40.87	213.035308113899	40.87	125.706894912123	40.87	77.7998935982331	40.87	50.1512998676407	40.87	21.0098746103939	40.87	12.8609072242579	40.87	11.5523054383287	40.87	13.7633966520075	40.87	7.78872047266062	40.87	868.148657775432	40.87	747.010949726742	40.87	423.990274888213	40.87	214.955270502112	40.87	121.884558207055	40.87	66.8595613122593	40.87	34.2704176887964	40.87	19.7529612853799	40.87	19.0406398467582	40.87	11.4715094774232	40.87	10.0190751731151	40.87	8.11803436563587	40.87	778.225385433486	40.87	727.088880651472	40.87	405.493179224631	40.87	207.894763655136	40.87	126.407652193827	40.87	70.0294776075953	40.87	36.6009281164607	40.87	18.1091407147598	40.87	13.0987570813214	40.87	13.0946860492874	40.87	12.5946245820104	40.87	8.34868296882763
41.21	831.68812492237	41.21	708.125640448392	41.21	386.924469786362	41.21	197.662181425444	41.21	120.342205646038	41.21	66.8095080871165	41.21	31.9836166508819	41.21	18.8031311376304	41.21	12.6474221527702	41.21	12.3431394210055	41.21	10.4300325900897	41.21	8.3172465655955	41.21	849.247084989442	41.21	719.013020509875	41.21	398.192746824929	41.21	212.176694859334	41.21	125.152227790026	41.21	77.7495371304807	41.21	50.7046236249767	41.21	20.9596121478504	41.21	13.1120967237183	41.21	11.6527598595089	41.21	13.7633966520075	41.21	7.93946995496483	41.21	863.481729754068	41.21	744.025538364799	41.21	420.860083374736	41.21	214.602562958018	41.21	121.130005686405	41.21	66.457698141147	41.21	34.4711218423953	41.21	19.8030948698143	41.21	19.0406398467582	41.21	11.4715094774232	41.21	9.9188845730053	41.21	8.01781192505201	41.21	774.478325673829	41.21	724.058492345671	41.21	404.031840959198	41.21	207.643314883244	41.21	125.805230425568	41.21	69.929225600857	41.21	36.4507199222146	41.21	18.4092917659685	41.21	13.2487423922494	41.21	13.1446649799908	41.21	12.6945816853108	41.21	8.29869115031324
41.54	827.508811017265	41.54	703.752930536579	41.54	385.402337442554	41.54	197.206383523786	41.54	119.68487270603	41.54	66.5570161606477	41.54	31.8827217698112	41.54	18.6014899643678	41.54	12.6474221527702	41.54	12.1416187866802	41.54	10.1277125961158	41.54	8.3172465655955	41.54	845.078348186561	41.54	715.260235529748	41.54	396.320429915538	41.54	210.91404115172	41.54	124.395867943423	41.54	77.7998935982331	41.54	50.4028092880543	41.54	21.0098746103939	41.54	13.0618585205836	41.54	11.8034418703325	41.54	14.0647849330634	41.54	7.9897195296974	41.54	858.865552415849	41.54	739.623329011924	41.54	419.698882514594	41.54	213.695576442367	41.54	120.928798150075	41.54	66.256769588017	41.54	34.2704176887964	41.54	19.6025574996507	41.54	19.0406398467582	41.54	11.5216028822118	41.54	9.9188845730053	41.54	8.16814520687453	41.54	769.617273863495	41.54	718.300812787231	41.54	402.167384098249	41.54	205.983777248168	41.54	125.453820759844	41.54	69.5281933144951	41.54	36.3005117279686	41.54	18.4593161830634	41.54	13.0987570813214	41.54	13.0946860492874	41.54	12.6446027546073	41.54	8.19870675517793
41.88	822.615882343808	41.88	698.922591137747	41.88	383.119138926841	41.88	196.699944106322	41.88	118.774720337536	41.88	66.5065202012949	41.88	31.6809320076698	41.88	18.9039532404748	41.88	12.4458696779709	41.88	12.1919987557349	41.88	10.1277125961158	41.88	8.21643204381637	41.88	839.892851043349	41.88	709.681784483294	41.88	393.284267870451	41.88	209.903927889393	41.88	123.841212951031	41.88	77.094909114551	41.88	49.899787414801	41.88	21.0601370729374	41.88	12.9613821143142	41.88	11.7029874491523	41.88	13.713164513725	41.88	8.03996910442996	41.88	854.24937507763	41.88	735.372886520308	41.88	417.527956542666	41.88	212.838976718731	41.88	120.123943745342	41.88	66.156305311452	41.88	34.5714769516209	41.88	19.8030948698143	41.88	19.1909602407698	41.88	11.571697045107	41.88	9.96898025211348	41.88	8.21825680621972	41.88	766.427210129176	41.88	715.522964926717	41.88	399.345505410819	41.88	204.575688384983	41.88	124.49998932586	41.88	69.4279413077568	41.88	36.500791341914	41.88	18.2592154822576	41.88	13.1987482994154	41.88	13.2946048045274	41.88	12.6945816853108	41.88	8.39867478734202
42.09	816.755153999006	42.09	694.311098950571	42.09	380.991596614195	42.09	195.966597972553	42.09	118.759969378726	42.09	66.4477648216282	42.09	32.0805268683246	42.09	18.8512007158548	42.09	12.5954693843048	42.09	12.1401108856883	42.09	10.1768353420055	42.09	8.46741814194067	42.09	836.332006023348	42.09	706.094856091654	42.09	391.413963533905	42.09	208.918349090288	42.09	123.170400696256	42.09	77.6391807741865	42.09	49.9438858600736	42.09	21.107779292994	42.09	13.2109307082091	42.09	11.8019759684609	42.09	13.8119117217578	42.09	8.18970135889181	42.09	849.121918467462	42.09	730.576302859538	42.09	414.85107543157	42.09	211.452244977956	42.09	119.304270775118	42.09	65.7965048473982	42.09	34.4668407790766	42.09	19.9008917014989	42.09	19.2386784484833	42.09	11.5201719826984	42.09	9.91765271948157	42.09	8.26734153417823	42.09	763.142357876925	42.09	711.141593315326	42.09	396.222478693182	42.09	204.851982620777	42.09	124.183359918343	42.09	68.8679709815884	42.09	36.0456865578816	42.09	18.4070054654511	42.09	13.0971303106953	42.09	13.1430325079367	42.09	12.8429217653611	42.09	8.14770216735749
42.39	812.627297565822	42.39	689.989773503477	42.39	378.9116106635	42.39	194.852574476838	42.39	118.052167745591	42.39	65.9933333721436	42.39	31.9796445176664	42.39	18.9520087813005	42.39	12.5450873339407	42.39	12.1904845979163	42.39	10.1264548076662	42.39	8.26581262322249	42.39	830.537250062096	42.39	701.581953629533	42.39	389.491304567188	42.39	208.110344285581	42.39	122.867899182656	42.39	76.8335894808743	42.39	49.7929989492129	42.39	21.2082917336143	42.39	13.1104682964054	42.39	11.6513126712502	42.39	13.9123620053636	42.39	8.23994545100402	42.39	844.354081284153	42.39	727.135921199702	42.39	413.185194672131	42.39	210.998795912506	42.39	118.952201316443	42.39	65.6960469836686	42.39	34.4166724882017	42.39	19.850764343292	42.39	19.0382751373882	42.39	11.5702599242618	42.39	10.0178308766456	42.39	8.21723615833023	42.39	757.471794662817	42.39	707.253098997144	42.39	395.265175771547	42.39	203.293205977552	42.39	123.581012966499	42.39	68.6674797410581	42.39	36.1458139282166	42.39	18.4570236698763	42.39	13.2470969945355	42.39	13.4928476378151	42.39	12.7429778340203	42.39	8.44761810075331
