ASSAY_PLATE	SOURCE_PLATE	WELL	COMPOUND	FRACTION
Assay_plate3	Library_plate3	L03	Compound_135	3
Assay_plate3	Library_plate3	P12	Compound_102	2
Assay_plate3	Library_plate3	P13	Compound_103	3
Assay_plate3	Library_plate3	P14	Compound_103	2
Assay_plate3	Library_plate3	P15	Compound_104	3
Assay_plate3	Library_plate3	P16	Compound_104	2
Assay_plate3	Library_plate3	P17	Compound_105	3
Assay_plate3	Library_plate3	P18	Compound_105	2
Assay_plate3	Library_plate3	P19	Compound_106	3
Assay_plate3	Library_plate3	P20	Compound_106	2
Assay_plate3	Library_plate3	P21	Compound_107	3
Assay_plate3	Library_plate3	P22	Compound_107	2
Assay_plate3	Library_plate3	P23	Compound_108	3
Assay_plate3	Library_plate3	P24	Compound_108	2
Assay_plate3	Library_plate3	C10	Compound_123	1
Assay_plate3	Library_plate3	C11	Compound_146	0
Assay_plate3	Library_plate3	C12	Compound_146	1
Assay_plate3	Library_plate3	C13	Compound_147	0
Assay_plate3	Library_plate3	C14	Compound_147	1
Assay_plate3	Library_plate3	C15	Compound_148	0
Assay_plate3	Library_plate3	C16	Compound_148	1
Assay_plate3	Library_plate3	C17	Compound_149	0
Assay_plate3	Library_plate3	C18	Compound_149	1
Assay_plate3	Library_plate3	C19	Compound_150	0
Assay_plate3	Library_plate3	C20	Compound_150	1
Assay_plate3	Library_plate3	C21	Compound_151	0
Assay_plate3	Library_plate3	C22	Compound_151	1
Assay_plate3	Library_plate3	C23	Compound_152	0
Assay_plate3	Library_plate3	C24	Compound_152	1
Assay_plate3	Library_plate3	D03	Compound_120	3
Assay_plate3	Library_plate3	D04	Compound_120	2
Assay_plate3	Library_plate3	D05	Compound_121	3
Assay_plate3	Library_plate3	D06	Compound_121	2
Assay_plate3	Library_plate3	D07	Compound_122	3
Assay_plate3	Library_plate3	D08	Compound_122	2
Assay_plate3	Library_plate3	D09	Compound_123	3
Assay_plate3	Library_plate3	D10	Compound_123	2
Assay_plate3	Library_plate3	D11	Compound_146	3
Assay_plate3	Library_plate3	D12	Compound_146	2
Assay_plate3	Library_plate3	D13	Compound_147	3
Assay_plate3	Library_plate3	D14	Compound_147	2
Assay_plate3	Library_plate3	D15	Compound_148	3
Assay_plate3	Library_plate3	D16	Compound_148	2
Assay_plate3	Library_plate3	D17	Compound_149	3
Assay_plate3	Library_plate3	D18	Compound_149	2
Assay_plate3	Library_plate3	D19	Compound_150	3
Assay_plate3	Library_plate3	D20	Compound_150	2
Assay_plate3	Library_plate3	D21	Compound_151	3
Assay_plate3	Library_plate3	D22	Compound_151	2
Assay_plate3	Library_plate3	D23	Compound_152	3
Assay_plate3	Library_plate3	D24	Compound_152	2
Assay_plate3	Library_plate3	E03	Compound_153	0
Assay_plate3	Library_plate3	E04	Compound_153	1
Assay_plate3	Library_plate3	E05	Compound_154	0
Assay_plate3	Library_plate3	E06	Compound_154	1
Assay_plate3	Library_plate3	E07	Compound_155	0
Assay_plate3	Library_plate3	E08	Compound_155	1
Assay_plate3	Library_plate3	E09	Compound_156	0
Assay_plate3	Library_plate3	E10	Compound_156	1
Assay_plate3	Library_plate3	E11	Compound_157	0
Assay_plate3	Library_plate3	E12	Compound_157	1
Assay_plate3	Library_plate3	E13	Compound_158	0
Assay_plate3	Library_plate3	L04	Compound_135	2
Assay_plate3	Library_plate3	L05	Compound_136	3
Assay_plate3	Library_plate3	L06	Compound_136	2
Assay_plate3	Library_plate3	L07	Compound_137	3
Assay_plate3	Library_plate3	L08	Compound_137	2
Assay_plate3	Library_plate3	L09	Compound_138	3
Assay_plate3	Library_plate3	L10	Compound_138	2
Assay_plate3	Library_plate3	L11	Compound_139	3
Assay_plate3	Library_plate3	L12	Compound_139	2
Assay_plate3	Library_plate3	L13	Compound_140	3
Assay_plate3	Library_plate3	L14	Compound_140	2
Assay_plate3	Library_plate3	L15	Compound_141	3
Assay_plate3	Library_plate3	L16	Compound_141	2
Assay_plate3	Library_plate3	L17	Compound_142	3
Assay_plate3	Library_plate3	L18	Compound_142	2
Assay_plate3	Library_plate3	L19	Compound_143	3
Assay_plate3	Library_plate3	L20	Compound_143	2
Assay_plate3	Library_plate3	L21	Compound_144	3
Assay_plate3	Library_plate3	L22	Compound_144	2
Assay_plate3	Library_plate3	L23	Compound_145	3
Assay_plate3	Library_plate3	L24	Compound_145	2
Assay_plate3	Library_plate3	M03	Compound_159	0
Assay_plate3	Library_plate3	M04	Compound_159	1
Assay_plate3	Library_plate3	M05	Compound_160	0
Assay_plate3	Library_plate3	M06	Compound_160	1
Assay_plate3	Library_plate3	M07	Compound_89	0
Assay_plate3	Library_plate3	M08	Compound_89	1
Assay_plate3	Library_plate3	M09	Compound_90	0
Assay_plate3	Library_plate3	M10	Compound_90	1
Assay_plate3	Library_plate3	M11	Compound_91	0
Assay_plate3	Library_plate3	M12	Compound_91	1
Assay_plate3	Library_plate3	M13	Compound_92	0
Assay_plate3	Library_plate3	M14	Compound_92	1
Assay_plate3	Library_plate3	M15	Compound_93	0
Assay_plate3	Library_plate3	M16	Compound_93	1
Assay_plate3	Library_plate3	M17	Compound_94	0
Assay_plate3	Library_plate3	M18	Compound_94	1
Assay_plate3	Library_plate3	M19	Compound_95	0
Assay_plate3	Library_plate3	M20	Compound_95	1
Assay_plate3	Library_plate3	M21	Compound_96	0
Assay_plate3	Library_plate3	M22	Compound_96	1
Assay_plate3	Library_plate3	M23	Compound_97	0
Assay_plate3	Library_plate3	M24	Compound_97	1
Assay_plate3	Library_plate3	N03	Compound_159	3
Assay_plate3	Library_plate3	N04	Compound_159	2
Assay_plate3	Library_plate3	N05	Compound_160	3
Assay_plate3	Library_plate3	N06	Compound_160	2
Assay_plate3	Library_plate3	N07	Compound_89	3
Assay_plate3	Library_plate3	A03	Compound_119	0
Assay_plate3	Library_plate3	A04	Compound_119	1
Assay_plate3	Library_plate3	A05	Compound_109	0
Assay_plate3	Library_plate3	G18	Compound_161	1
Assay_plate3	Library_plate3	G19	Compound_162	0
Assay_plate3	Library_plate3	G20	Compound_162	1
Assay_plate3	Library_plate3	G21	Compound_163	0
Assay_plate3	Library_plate3	G22	Compound_163	1
Assay_plate3	Library_plate3	G23	Compound_164	0
Assay_plate3	Library_plate3	G24	Compound_164	1
Assay_plate3	Library_plate3	H03	Compound_165	3
Assay_plate3	Library_plate3	H04	Compound_165	2
Assay_plate3	Library_plate3	H05	Compound_166	3
Assay_plate3	Library_plate3	H06	Compound_166	2
Assay_plate3	Library_plate3	H07	Compound_167	3
Assay_plate3	Library_plate3	H08	Compound_167	2
Assay_plate3	Library_plate3	H09	Compound_168	3
Assay_plate3	Library_plate3	H10	Compound_168	2
Assay_plate3	Library_plate3	H11	Compound_169	3
Assay_plate3	Library_plate3	H12	Compound_169	2
Assay_plate3	Library_plate3	H13	Compound_170	3
Assay_plate3	Library_plate3	H14	Compound_170	2
Assay_plate3	Library_plate3	H15	Compound_171	3
Assay_plate3	Library_plate3	H16	Compound_171	2
Assay_plate3	Library_plate3	H17	Compound_161	3
Assay_plate3	Library_plate3	H18	Compound_161	2
Assay_plate3	Library_plate3	H19	Compound_162	3
Assay_plate3	Library_plate3	H20	Compound_162	2
Assay_plate3	Library_plate3	H21	Compound_163	3
Assay_plate3	Library_plate3	H22	Compound_163	2
Assay_plate3	Library_plate3	H23	Compound_164	3
Assay_plate3	Library_plate3	H24	Compound_164	2
Assay_plate3	Library_plate3	I03	Compound_126	0
Assay_plate3	Library_plate3	I04	Compound_126	1
Assay_plate3	Library_plate3	I05	Compound_127	0
Assay_plate3	Library_plate3	I06	Compound_127	1
Assay_plate3	Library_plate3	I07	Compound_128	0
Assay_plate3	Library_plate3	I08	Compound_128	1
Assay_plate3	Library_plate3	I09	Compound_129	0
Assay_plate3	Library_plate3	I10	Compound_129	1
Assay_plate3	Library_plate3	I11	Compound_130	0
Assay_plate3	Library_plate3	I12	Compound_130	1
Assay_plate3	Library_plate3	I13	Compound_131	0
Assay_plate3	Library_plate3	I14	Compound_131	1
Assay_plate3	Library_plate3	I15	Compound_132	0
Assay_plate3	Library_plate3	I16	Compound_132	1
Assay_plate3	Library_plate3	I17	Compound_133	0
Assay_plate3	Library_plate3	I18	Compound_133	1
Assay_plate3	Library_plate3	I19	Compound_134	0
Assay_plate3	Library_plate3	I20	Compound_134	1
Assay_plate3	Library_plate3	I21	Compound_124	0
Assay_plate3	Library_plate3	E14	Compound_158	1
Assay_plate3	Library_plate3	E15	Compound_172	0
Assay_plate3	Library_plate3	E16	Compound_172	1
Assay_plate3	Library_plate3	E17	Compound_173	0
Assay_plate3	Library_plate3	E18	Compound_173	1
Assay_plate3	Library_plate3	E19	Compound_174	0
Assay_plate3	Library_plate3	E20	Compound_174	1
Assay_plate3	Library_plate3	E21	Compound_175	0
Assay_plate3	Library_plate3	E22	Compound_175	1
Assay_plate3	Library_plate3	E23	Compound_176	0
Assay_plate3	Library_plate3	E24	Compound_176	1
Assay_plate3	Library_plate3	F03	Compound_153	3
Assay_plate3	Library_plate3	F04	Compound_153	2
Assay_plate3	Library_plate3	F05	Compound_154	3
Assay_plate3	Library_plate3	F06	Compound_154	2
Assay_plate3	Library_plate3	F07	Compound_155	3
Assay_plate3	Library_plate3	F08	Compound_155	2
Assay_plate3	Library_plate3	F09	Compound_156	3
Assay_plate3	Library_plate3	F10	Compound_156	2
Assay_plate3	Library_plate3	F11	Compound_157	3
Assay_plate3	Library_plate3	F12	Compound_157	2
Assay_plate3	Library_plate3	F13	Compound_158	3
Assay_plate3	Library_plate3	F14	Compound_158	2
Assay_plate3	Library_plate3	F15	Compound_172	3
Assay_plate3	Library_plate3	F16	Compound_172	2
Assay_plate3	Library_plate3	F17	Compound_173	3
Assay_plate3	Library_plate3	F18	Compound_173	2
Assay_plate3	Library_plate3	F19	Compound_174	3
Assay_plate3	Library_plate3	F20	Compound_174	2
Assay_plate3	Library_plate3	F21	Compound_175	3
Assay_plate3	Library_plate3	F22	Compound_175	2
Assay_plate3	Library_plate3	F23	Compound_176	3
Assay_plate3	Library_plate3	F24	Compound_176	2
Assay_plate3	Library_plate3	G03	Compound_165	0
Assay_plate3	Library_plate3	G04	Compound_165	1
Assay_plate3	Library_plate3	G05	Compound_166	0
Assay_plate3	Library_plate3	G06	Compound_166	1
Assay_plate3	Library_plate3	G07	Compound_167	0
Assay_plate3	Library_plate3	G08	Compound_167	1
Assay_plate3	Library_plate3	G09	Compound_168	0
Assay_plate3	Library_plate3	G10	Compound_168	1
Assay_plate3	Library_plate3	G11	Compound_169	0
Assay_plate3	Library_plate3	G12	Compound_169	1
Assay_plate3	Library_plate3	G13	Compound_170	0
Assay_plate3	Library_plate3	G14	Compound_170	1
Assay_plate3	Library_plate3	G15	Compound_171	0
Assay_plate3	Library_plate3	G16	Compound_171	1
Assay_plate3	Library_plate3	G17	Compound_161	0
Assay_plate4	Library_plate4	I06	Compound_127	5
Assay_plate4	Library_plate4	I07	Compound_128	4
Assay_plate4	Library_plate4	I08	Compound_128	5
Assay_plate4	Library_plate4	I09	Compound_129	4
Assay_plate4	Library_plate4	I10	Compound_129	5
Assay_plate4	Library_plate4	I11	Compound_130	4
Assay_plate4	Library_plate4	I12	Compound_130	5
Assay_plate4	Library_plate4	I13	Compound_131	4
Assay_plate4	Library_plate4	I14	Compound_131	5
Assay_plate4	Library_plate4	I15	Compound_132	4
Assay_plate4	Library_plate4	I16	Compound_132	5
Assay_plate4	Library_plate4	I17	Compound_133	4
Assay_plate4	Library_plate4	I18	Compound_133	5
Assay_plate4	Library_plate4	I19	Compound_134	4
Assay_plate4	Library_plate4	I20	Compound_134	5
Assay_plate4	Library_plate4	I21	Compound_124	4
Assay_plate4	Library_plate4	I22	Compound_124	5
Assay_plate4	Library_plate4	I23	Compound_125	4
Assay_plate4	Library_plate4	I24	Compound_125	5
Assay_plate4	Library_plate4	J03	Compound_126	7
Assay_plate4	Library_plate4	J04	Compound_126	6
Assay_plate4	Library_plate4	J05	Compound_127	7
Assay_plate4	Library_plate4	J06	Compound_127	6
Assay_plate4	Library_plate4	J07	Compound_128	7
Assay_plate4	Library_plate4	J08	Compound_128	6
Assay_plate4	Library_plate4	J09	Compound_129	7
Assay_plate4	Library_plate4	J10	Compound_129	6
Assay_plate4	Library_plate4	J11	Compound_130	7
Assay_plate4	Library_plate4	J12	Compound_130	6
Assay_plate4	Library_plate4	J13	Compound_131	7
Assay_plate4	Library_plate4	J14	Compound_131	6
Assay_plate4	Library_plate4	J15	Compound_132	7
Assay_plate4	Library_plate4	J16	Compound_132	6
Assay_plate4	Library_plate4	J17	Compound_133	7
Assay_plate4	Library_plate4	J18	Compound_133	6
Assay_plate4	Library_plate4	J19	Compound_134	7
Assay_plate4	Library_plate4	J20	Compound_134	6
Assay_plate4	Library_plate4	J21	Compound_124	7
Assay_plate4	Library_plate4	J22	Compound_124	6
Assay_plate4	Library_plate4	J23	Compound_125	7
Assay_plate4	Library_plate4	J24	Compound_125	6
Assay_plate4	Library_plate4	K03	Compound_135	4
Assay_plate4	Library_plate4	K04	Compound_135	5
Assay_plate4	Library_plate4	K05	Compound_136	4
Assay_plate4	Library_plate4	K06	Compound_136	5
Assay_plate4	Library_plate4	K07	Compound_137	4
Assay_plate4	Library_plate4	K08	Compound_137	5
Assay_plate4	Library_plate4	K09	Compound_138	4
Assay_plate4	Library_plate4	D20	Compound_150	6
Assay_plate4	Library_plate4	D21	Compound_151	7
Assay_plate4	Library_plate4	D22	Compound_151	6
Assay_plate4	Library_plate4	D23	Compound_152	7
Assay_plate4	Library_plate4	D24	Compound_152	6
Assay_plate4	Library_plate4	E03	Compound_153	4
Assay_plate4	Library_plate4	E04	Compound_153	5
Assay_plate4	Library_plate4	E05	Compound_154	4
Assay_plate4	Library_plate4	E06	Compound_154	5
Assay_plate4	Library_plate4	E07	Compound_155	4
Assay_plate4	Library_plate4	E08	Compound_155	5
Assay_plate4	Library_plate4	E09	Compound_156	4
Assay_plate4	Library_plate4	E10	Compound_156	5
Assay_plate4	Library_plate4	E11	Compound_157	4
Assay_plate4	Library_plate4	E12	Compound_157	5
Assay_plate4	Library_plate4	E13	Compound_158	4
Assay_plate4	Library_plate4	E14	Compound_158	5
Assay_plate4	Library_plate4	E15	Compound_172	4
Assay_plate4	Library_plate4	E16	Compound_172	5
Assay_plate4	Library_plate4	E17	Compound_173	4
Assay_plate4	Library_plate4	E18	Compound_173	5
Assay_plate4	Library_plate4	E19	Compound_174	4
Assay_plate4	Library_plate4	E20	Compound_174	5
Assay_plate4	Library_plate4	E21	Compound_175	4
Assay_plate4	Library_plate4	E22	Compound_175	5
Assay_plate4	Library_plate4	E23	Compound_176	4
Assay_plate4	Library_plate4	E24	Compound_176	5
Assay_plate4	Library_plate4	F03	Compound_153	7
Assay_plate4	Library_plate4	F04	Compound_153	6
Assay_plate4	Library_plate4	F05	Compound_154	7
Assay_plate4	Library_plate4	F06	Compound_154	6
Assay_plate4	Library_plate4	F07	Compound_155	7
Assay_plate4	Library_plate4	F08	Compound_155	6
Assay_plate4	Library_plate4	F09	Compound_156	7
Assay_plate4	Library_plate4	F10	Compound_156	6
Assay_plate4	Library_plate4	F11	Compound_157	7
Assay_plate4	Library_plate4	F12	Compound_157	6
Assay_plate4	Library_plate4	F13	Compound_158	7
Assay_plate4	Library_plate4	F14	Compound_158	6
Assay_plate4	Library_plate4	F15	Compound_172	7
Assay_plate4	Library_plate4	F16	Compound_172	6
Assay_plate4	Library_plate4	F17	Compound_173	7
Assay_plate4	Library_plate4	F18	Compound_173	6
Assay_plate4	Library_plate4	F19	Compound_174	7
Assay_plate4	Library_plate4	F20	Compound_174	6
Assay_plate4	Library_plate4	F21	Compound_175	7
Assay_plate4	Library_plate4	F22	Compound_175	6
Assay_plate4	Library_plate4	F23	Compound_176	7
Assay_plate4	Library_plate4	O18	Compound_105	5
Assay_plate4	Library_plate4	O19	Compound_106	4
Assay_plate4	Library_plate4	O20	Compound_106	5
Assay_plate4	Library_plate4	O21	Compound_107	4
Assay_plate4	Library_plate4	O22	Compound_107	5
Assay_plate4	Library_plate4	O23	Compound_108	4
Assay_plate4	Library_plate4	O24	Compound_108	5
Assay_plate4	Library_plate4	P03	Compound_98	7
Assay_plate4	Library_plate4	P04	Compound_98	6
Assay_plate4	Library_plate4	P05	Compound_99	7
Assay_plate4	Library_plate4	P06	Compound_99	6
Assay_plate4	Library_plate4	P07	Compound_100	7
Assay_plate4	Library_plate4	P08	Compound_100	6
Assay_plate4	Library_plate4	P09	Compound_101	7
Assay_plate4	Library_plate4	P10	Compound_101	6
Assay_plate4	Library_plate4	P11	Compound_102	7
Assay_plate4	Library_plate4	P12	Compound_102	6
Assay_plate4	Library_plate4	P13	Compound_103	7
Assay_plate4	Library_plate4	P14	Compound_103	6
Assay_plate4	Library_plate4	P15	Compound_104	7
Assay_plate4	Library_plate4	P16	Compound_104	6
Assay_plate4	Library_plate4	P17	Compound_105	7
Assay_plate4	Library_plate4	P18	Compound_105	6
Assay_plate4	Library_plate4	P19	Compound_106	7
Assay_plate4	Library_plate4	P20	Compound_106	6
Assay_plate4	Library_plate4	P21	Compound_107	7
Assay_plate4	Library_plate4	P22	Compound_107	6
Assay_plate4	Library_plate4	P23	Compound_108	7
Assay_plate4	Library_plate4	P24	Compound_108	6
Assay_plate4	Library_plate4	A03	Compound_119	4
Assay_plate4	Library_plate4	A04	Compound_119	5
Assay_plate4	Library_plate4	A05	Compound_109	4
Assay_plate4	Library_plate4	A06	Compound_109	5
Assay_plate4	Library_plate4	A07	Compound_110	4
Assay_plate4	Library_plate4	A08	Compound_110	5
Assay_plate4	Library_plate4	A09	Compound_111	4
Assay_plate4	Library_plate4	A10	Compound_111	5
Assay_plate4	Library_plate4	A11	Compound_112	4
Assay_plate4	Library_plate4	A12	Compound_112	5
Assay_plate4	Library_plate4	A13	Compound_113	4
Assay_plate4	Library_plate4	A14	Compound_113	5
Assay_plate4	Library_plate4	A15	Compound_114	4
Assay_plate4	Library_plate4	A16	Compound_114	5
Assay_plate4	Library_plate4	A17	Compound_115	4
Assay_plate4	Library_plate4	A18	Compound_115	5
Assay_plate4	Library_plate4	A19	Compound_116	4
Assay_plate4	Library_plate4	A20	Compound_116	5
Assay_plate4	Library_plate4	A21	Compound_117	4
Assay_plate4	Library_plate4	A22	Compound_117	5
Assay_plate4	Library_plate4	A23	Compound_118	4
Assay_plate4	Library_plate4	A24	Compound_118	5
Assay_plate4	Library_plate4	B03	Compound_119	7
Assay_plate4	Library_plate4	B04	Compound_119	6
Assay_plate4	Library_plate4	B05	Compound_109	7
Assay_plate4	Library_plate4	B06	Compound_109	6
Assay_plate4	Library_plate4	B07	Compound_110	7
Assay_plate4	Library_plate4	B08	Compound_110	6
Assay_plate4	Library_plate4	B09	Compound_111	7
Assay_plate4	Library_plate4	B10	Compound_111	6
Assay_plate4	Library_plate4	B11	Compound_112	7
Assay_plate4	Library_plate4	B12	Compound_112	6
Assay_plate4	Library_plate4	B13	Compound_113	7
Assay_plate4	Library_plate4	B14	Compound_113	6
Assay_plate4	Library_plate4	B15	Compound_114	7
Assay_plate4	Library_plate4	K10	Compound_138	5
Assay_plate4	Library_plate4	K11	Compound_139	4
Assay_plate4	Library_plate4	K12	Compound_139	5
Assay_plate4	Library_plate4	K13	Compound_140	4
Assay_plate4	Library_plate4	K14	Compound_140	5
Assay_plate4	Library_plate4	K15	Compound_141	4
Assay_plate4	Library_plate4	K16	Compound_141	5
Assay_plate4	Library_plate4	K17	Compound_142	4
Assay_plate4	Library_plate4	K18	Compound_142	5
Assay_plate4	Library_plate4	K19	Compound_143	4
Assay_plate4	Library_plate4	K20	Compound_143	5
Assay_plate4	Library_plate4	K21	Compound_144	4
Assay_plate4	Library_plate4	K22	Compound_144	5
Assay_plate4	Library_plate4	K23	Compound_145	4
Assay_plate4	Library_plate4	K24	Compound_145	5
Assay_plate4	Library_plate4	L03	Compound_135	7
Assay_plate4	Library_plate4	L04	Compound_135	6
Assay_plate4	Library_plate4	L05	Compound_136	7
Assay_plate4	Library_plate4	L06	Compound_136	6
Assay_plate4	Library_plate4	L07	Compound_137	7
Assay_plate4	Library_plate4	L08	Compound_137	6
Assay_plate4	Library_plate4	L09	Compound_138	7
Assay_plate4	Library_plate4	L10	Compound_138	6
Assay_plate4	Library_plate4	L11	Compound_139	7
Assay_plate4	Library_plate4	L12	Compound_139	6
Assay_plate4	Library_plate4	L13	Compound_140	7
Assay_plate4	Library_plate4	L14	Compound_140	6
Assay_plate4	Library_plate4	L15	Compound_141	7
Assay_plate4	Library_plate4	L16	Compound_141	6
Assay_plate4	Library_plate4	L17	Compound_142	7
Assay_plate4	Library_plate4	L18	Compound_142	6
Assay_plate4	Library_plate4	L19	Compound_143	7
Assay_plate4	Library_plate4	L20	Compound_143	6
Assay_plate4	Library_plate4	L21	Compound_144	7
Assay_plate4	Library_plate4	L22	Compound_144	6
Assay_plate4	Library_plate4	L23	Compound_145	7
Assay_plate4	Library_plate4	L24	Compound_145	6
Assay_plate4	Library_plate4	M03	Compound_159	4
Assay_plate4	Library_plate4	M04	Compound_159	5
Assay_plate4	Library_plate4	M05	Compound_160	4
Assay_plate4	Library_plate4	M06	Compound_160	5
Assay_plate4	Library_plate4	M07	Compound_89	4
Assay_plate4	Library_plate4	M08	Compound_89	5
Assay_plate4	Library_plate4	M09	Compound_90	4
Assay_plate4	Library_plate4	M10	Compound_90	5
Assay_plate4	Library_plate4	M11	Compound_91	4
Assay_plate4	Library_plate4	M12	Compound_91	5
Assay_plate4	Library_plate4	M13	Compound_92	4
Assay_plate4	Library_plate4	F24	Compound_176	6
Assay_plate4	Library_plate4	G03	Compound_165	4
Assay_plate4	Library_plate4	G04	Compound_165	5
Assay_plate4	Library_plate4	G05	Compound_166	4
Assay_plate4	Library_plate4	G06	Compound_166	5
Assay_plate4	Library_plate4	G07	Compound_167	4
Assay_plate4	Library_plate4	G08	Compound_167	5
Assay_plate4	Library_plate4	G09	Compound_168	4
Assay_plate4	Library_plate4	G10	Compound_168	5
Assay_plate4	Library_plate4	G11	Compound_169	4
Assay_plate4	Library_plate4	G12	Compound_169	5
Assay_plate4	Library_plate4	G13	Compound_170	4
Assay_plate4	Library_plate4	G14	Compound_170	5
Assay_plate4	Library_plate4	G15	Compound_171	4
Assay_plate4	Library_plate4	G16	Compound_171	5
Assay_plate4	Library_plate4	G17	Compound_161	4
Assay_plate4	Library_plate4	G18	Compound_161	5
Assay_plate4	Library_plate4	G19	Compound_162	4
Assay_plate4	Library_plate4	G20	Compound_162	5
Assay_plate4	Library_plate4	G21	Compound_163	4
Assay_plate4	Library_plate4	G22	Compound_163	5
Assay_plate4	Library_plate4	G23	Compound_164	4
Assay_plate4	Library_plate4	G24	Compound_164	5
Assay_plate4	Library_plate4	H03	Compound_165	7
Assay_plate4	Library_plate4	H04	Compound_165	6
Assay_plate4	Library_plate4	H05	Compound_166	7
Assay_plate4	Library_plate4	H06	Compound_166	6
Assay_plate4	Library_plate4	H07	Compound_167	7
Assay_plate4	Library_plate4	H08	Compound_167	6
Assay_plate4	Library_plate4	H09	Compound_168	7
Assay_plate4	Library_plate4	H10	Compound_168	6
Assay_plate4	Library_plate4	H11	Compound_169	7
Assay_plate4	Library_plate4	H12	Compound_169	6
Assay_plate4	Library_plate4	H13	Compound_170	7
Assay_plate4	Library_plate4	H14	Compound_170	6
Assay_plate4	Library_plate4	H15	Compound_171	7
Assay_plate4	Library_plate4	H16	Compound_171	6
Assay_plate4	Library_plate4	H17	Compound_161	7
Assay_plate4	Library_plate4	H18	Compound_161	6
Assay_plate4	Library_plate4	H19	Compound_162	7
Assay_plate4	Library_plate4	H20	Compound_162	6
Assay_plate4	Library_plate4	H21	Compound_163	7
Assay_plate4	Library_plate4	H22	Compound_163	6
Assay_plate4	Library_plate4	H23	Compound_164	7
Assay_plate4	Library_plate4	H24	Compound_164	6
Assay_plate4	Library_plate4	I03	Compound_126	4
Assay_plate4	Library_plate4	I04	Compound_126	5
Assay_plate4	Library_plate4	I05	Compound_127	4
Assay_plate4	Library_plate4	B16	Compound_114	6
Assay_plate4	Library_plate4	B17	Compound_115	7
Assay_plate4	Library_plate4	B18	Compound_115	6
Assay_plate4	Library_plate4	B19	Compound_116	7
Assay_plate4	Library_plate4	B20	Compound_116	6
Assay_plate4	Library_plate4	B21	Compound_117	7
Assay_plate4	Library_plate4	B22	Compound_117	6
Assay_plate4	Library_plate4	B23	Compound_118	7
Assay_plate4	Library_plate4	B24	Compound_118	6
Assay_plate4	Library_plate4	C03	Compound_120	4
Assay_plate4	Library_plate4	C04	Compound_120	5
Assay_plate4	Library_plate4	C05	Compound_121	4
Assay_plate4	Library_plate4	C06	Compound_121	5
Assay_plate4	Library_plate4	C07	Compound_122	4
Assay_plate4	Library_plate4	C08	Compound_122	5
Assay_plate4	Library_plate4	C09	Compound_123	4
Assay_plate4	Library_plate4	C10	Compound_123	5
Assay_plate4	Library_plate4	C11	Compound_146	4
Assay_plate4	Library_plate4	C12	Compound_146	5
Assay_plate4	Library_plate4	C13	Compound_147	4
Assay_plate4	Library_plate4	C14	Compound_147	5
Assay_plate4	Library_plate4	C15	Compound_148	4
Assay_plate4	Library_plate4	C16	Compound_148	5
Assay_plate4	Library_plate4	C17	Compound_149	4
Assay_plate4	Library_plate4	C18	Compound_149	5
Assay_plate4	Library_plate4	C19	Compound_150	4
Assay_plate4	Library_plate4	C20	Compound_150	5
Assay_plate4	Library_plate4	C21	Compound_151	4
Assay_plate4	Library_plate4	C22	Compound_151	5
Assay_plate4	Library_plate4	C23	Compound_152	4
Assay_plate4	Library_plate4	C24	Compound_152	5
Assay_plate4	Library_plate4	D03	Compound_120	7
Assay_plate4	Library_plate4	D04	Compound_120	6
Assay_plate4	Library_plate4	D05	Compound_121	7
Assay_plate4	Library_plate4	D06	Compound_121	6
Assay_plate4	Library_plate4	D07	Compound_122	7
Assay_plate4	Library_plate4	D08	Compound_122	6
Assay_plate4	Library_plate4	D09	Compound_123	7
Assay_plate4	Library_plate4	D10	Compound_123	6
Assay_plate4	Library_plate4	D11	Compound_146	7
Assay_plate4	Library_plate4	D12	Compound_146	6
Assay_plate4	Library_plate4	D13	Compound_147	7
Assay_plate4	Library_plate4	D14	Compound_147	6
Assay_plate4	Library_plate4	D15	Compound_148	7
Assay_plate4	Library_plate4	D16	Compound_148	6
Assay_plate4	Library_plate4	D17	Compound_149	7
Assay_plate4	Library_plate4	D18	Compound_149	6
Assay_plate4	Library_plate4	D19	Compound_150	7
Assay_plate4	Library_plate4	M14	Compound_92	5
Assay_plate4	Library_plate4	M15	Compound_93	4
Assay_plate4	Library_plate4	M16	Compound_93	5
Assay_plate4	Library_plate4	M17	Compound_94	4
Assay_plate4	Library_plate4	M18	Compound_94	5
Assay_plate4	Library_plate4	M19	Compound_95	4
Assay_plate4	Library_plate4	M20	Compound_95	5
Assay_plate4	Library_plate4	M21	Compound_96	4
Assay_plate4	Library_plate4	M22	Compound_96	5
Assay_plate4	Library_plate4	M23	Compound_97	4
Assay_plate4	Library_plate4	M24	Compound_97	5
Assay_plate4	Library_plate4	N03	Compound_159	7
Assay_plate4	Library_plate4	N04	Compound_159	6
Assay_plate4	Library_plate4	N05	Compound_160	7
Assay_plate4	Library_plate4	N06	Compound_160	6
Assay_plate4	Library_plate4	N07	Compound_89	7
Assay_plate4	Library_plate4	N08	Compound_89	6
Assay_plate4	Library_plate4	N09	Compound_90	7
Assay_plate4	Library_plate4	N10	Compound_90	6
Assay_plate4	Library_plate4	N11	Compound_91	7
Assay_plate4	Library_plate4	N12	Compound_91	6
Assay_plate4	Library_plate4	N13	Compound_92	7
Assay_plate4	Library_plate4	N14	Compound_92	6
